категорија	category
нхл	nhl
тнр	tnr
фаќаат	grope
асистенти	assistants
курдистан	kurdistan
замка	trap
ветеринарна	veterinary
кенди	candy
банкари	bankers
мекинтош	mackintosh
мекинтош	macintosh
сталинград	stalingrad
трафалгар	trafalgar
матри	matri
замислува	imagines
жаклин	jacqueline
аквариумот	aquarium
теночтитлан	tenochtitlan
меѓудругото	besides
казнена	punitive
тундра	tundra
шоп	shop
маико	maiko
прерано	prematurely
прерано	premature
лон	loon
лон	lon
метаксас	metaxas
антигени	antigens
шерил	cheryl
шерил	sher
шерил	sheryl
хордови	chordate
дијагностициран	diagnosed
патникот	traveller
јесен	jessen
финансирано	financed
финансирано	funded
финансирано	entreprise
милвол	millwall
недоволни	insufficient
руши	collapsing
линдон	lyndon
ланда	landa
мачен	tortured
берлускони	berlusconi
леж	lezhë
ндебеле	ndebele
скрипти	scripts
плимут	plymouth
испуштањето	omission
ортаќој	ortaköy
брент	brent
брент	brandt
разочарувачки	disappointing
покренува	raises
резбари	carves
емоционален	emotional
ѕвер	beast
ликвидира	liquidate
телемундо	telemundo
изработки	crafts
наполнети	loaded
кашлање	coughing
кашлање	cough
таип	tayyip
винчестер	winchester
чешање	itching
чешање	itch
гојаш	goiás
сандро	sandro
планираното	planned
свеченост	gala
оскарите	oscars
кровот	rooftop
амортизација	depreciation
предупредувања	alerts
предупредувања	warnings
пржени	fried
спа	spa
спа	spas
реактивен	reactionary
неуморно	tirelessly
неуморно	breathless
радовиќ	radovic
факел	torch
даларна	dalarna
ниши	nishi
готви	cooks
артефакт	artefact
артефакт	artifact
пирло	pirlo
градинар	gardener
бојана	bojana
суверен	sovereign
бесен	furious
карузо	caruso
резби	carvings
хидролиза	hydrolysis
хатон	hutton
џеда	jeddah
индикација	indication
ротенбург	rothenburg
стимул	stimulus
спрингфилд	springfield
изгрева	rises
винил	vinyl
инсистираше	insisted
катастрофална	catastrophic
катастрофална	disastrous
диодор	diodorus
субјективни	subjective
балтазар	balthazar
негираше	denied
герилски	guerrilla
гордоста	pride
промо	promo
родопи	rodopi
плитко	shallow
бурна	stormy
девалвација	devaluation
пјаф	piaf
респираторни	respiratory
тарава	tarawa
нецелосна	incomplete
јагодина	jagodina
подржувач	supporter
придружувани	accompanied
придружувани	escorted
симнува	downloaded
велемајстори	grandmasters
клада	stake
сменети	sacked
геополитика	geopolitics
плурализам	pluralism
ромен	romain
карсон	carson
пеач	singer
кори	corey
кори	cory
кори	kori
вертер	werther
шариф	sharif
амос	amos
потиснува	repress
легитимни	legitimate
прокудин	prokudin
помешани	mixed
смешна	funny
смешна	ridiculous
проблематични	troublesome
проблематични	troublemakers
проблематични	problematic
бактериска	bacterial
бактериска	fungal
зарагоза	zaragoza
анаконда	anaconda
суботица	subotica
допамин	dopamine
чемберс	chambers
идеолог	ideologist
сабатини	sabatini
мајсторство	mastery
ховсгол	khövsgöl
ѕидари	masons
алегре	alegre
добитниците	winners
абот	abbott
абот	abbot
пополека	slowly
тепање	beating
тепање	spanking
тепање	beatings
моше	moshe
сервантес	cervantes
акредитација	accreditation
моторс	motors
ограбување	robbing
ограбување	mugging
нортон	norton
одржливи	sustainable
одржливи	sustained
розе	pink
ветерница	windmill
брокен	brocken
крсти	baptize
ѓубриво	fertilizer
ѓубриво	manure
спутник	sputnik
разбиена	busted
блаватска	blavatsky
отпорна	resilient
излети	picnics
стравови	fears
планет	planet
аристократ	aristocrat
супериорност	superiority
кајмански	cayman
гејша	geisha
ховард	howard
лимфоцити	lymphocytes
бледи	pale
четка	toothbrush
четка	brush
средена	neat
морли	morley
факс	fax
гарибалди	garibaldi
тобин	tobin
застојот	stalemate
свон	swann
бесење	hanging
ртв	rtv
џонас	jonas
бубрези	kidneys
бубрези	kidney
интимни	ware
интимни	intimate
пеколен	hellish
пеколен	infernal
периферните	peripheral
нередите	rioting
марке	marche
норберт	norbert
јогурт	yogurt
обесени	hung
непослушност	disobedience
непослушност	insubordination
двои	cleaving
таксим	taksim
доставени	delivered
доставени	forwarded
церн	cern
биткоин	bitcoin
известени	notified
догма	dogma
богомил	bogomil
јонското	ionian
одбележана	commemorated
пепе	pepe
митра	mithras
склон	inclined
склон	prone
шинкел	schinkel
шабац	šabac
злодела	crimes
кејл	cale
премија	premium
белодробна	pulmonary
бром	brom
нарација	narrative
григ	grieg
келнер	waiter
ждрепката	drawing
молитвите	prayers
ому	wmd
чек	check
чек	cheque
шумадија	šumadija
виновна	guilty
цанков	tsankov
влагата	humid
сликарска	painterly
повоената	postwar
варнов	warnow
хороскопски	zodiac
нса	nsa
сојузнички	allied
џироламо	girolamo
соборувањето	toppling
мрачен	gloomy
мрачен	bleak
зори	dawn
кертис	curtis
ринго	ringo
маргот	margot
крстосница	intersection
крстосница	crossroads
увери	reassure
увери	assured
пресврти	twists
надја	nadia
колектив	collective
посакуваните	desired
радикален	radical
хали	halle
луксуз	luxury
бурџ	burj
галас	galas
новина	novelty
антиматерија	antimatter
лишен	deprived
поткуп	bribery
поткуп	bribe
влијателниот	influential
споменатото	foregoing
заборавил	forgot
штрајкови	strikes
евгени	evgeni
инструктори	instructors
нееднаквоста	inequality
тужи	sue
тужи	sues
егер	eger
сенаторите	senators
посвета	dedication
гледаш	see
боксери	boxers
спреј	spray
дијагностицирана	diagnosed
сирења	cheeses
ужасни	horrific
ужасни	horrible
ужасни	terrible
дисиденти	dissidents
енергично	vigorously
енергично	energetically
блокадата	lockout
дејзи	daisy
наталитетот	birthrate
гастон	gaston
сикст	sixtus
пчела	bee
куле	kule
критикуваа	criticise
иконографија	iconography
потоси	potosí
копањето	dredging
трепки	eyelashes
ренато	renato
батон	baton
побројни	outnumber
побројни	outnumbered
бадеми	almonds
искривени	skewed
алудира	elude
паис	pais
младеновиќ	mladenovic
арпад	arpad
правосудство	judiciary
персефона	persephone
бернбург	bernburg
копф	kopff
хранлива	nutritious
мексиканско	mexican
хајтс	heights
цитирани	quoted
бергсон	bergson
очекуваме	expect
арланда	arlanda
штрумфови	smurfs
електра	electra
електра	elektra
понижување	humiliation
калуѓер	monk
нацртот	draft
џозефсон	josephson
шатл	shuttle
пири	piri
пасоши	passports
зафатено	busy
зафатено	occupied
викаше	yelled
очен	ocular
взаемна	mutual
бејтс	bates
измачувани	sedated
измачувани	tortured
шенон	shannon
вознемирени	upset
гимнастичари	gymnasts
синдроми	syndromes
разјасни	clarify
водоводот	mains
освежување	refreshment
освежување	refresh
обложена	coated
мертон	merton
џејмисон	jameson
џејмисон	jamieson
џејмисон	jamison
пристапна	accessible
колумнист	columnist
секојдневие	commonplace
фантазии	fantasies
скелети	skeletons
пловел	sailed
усогласени	harmonised
усогласени	aligned
мирјана	mirjana
неслободни	unfree
парцели	plots
парцели	parcels
пахомиј	pachomius
почестен	honoured
почестен	honored
термичка	thermal
прекинувач	switch
живописни	vivid
живописни	picturesque
закажани	scheduled
гринвуд	greenwood
прегледување	examining
проповед	sermon
малака	malacca
малака	malaka
телма	telma
телма	thelma
тромесечие	trimester
недоволен	insufficient
удобно	comfortable
кедар	kedar
клинсман	klinsmann
сендвич	sandwich
там	tam
кендал	kendall
маркери	markers
маркери	pegs
мекарти	mccarthy
негување	nurturing
гумно	threshing
самоубиствени	suicidal
пратки	shipments
пратки	shipping
пулсот	pulse
ибзен	ibsen
талибанците	taliban
манија	mania
луфтвафе	luftwaffe
мејоза	meiosis
дијагностицирање	diagnosing
карактеризација	characterisation
кими	kimi
кими	kimmy
кими	kimmie
неолитски	neolithic
изолира	isolate
траве	trave
сомнителен	questionable
сомнителен	shady
сомнителен	suspicious
сперма	sperm
сперма	semen
бурбон	bourbon
несоодветен	incompatible
несоодветен	inept
несоодветен	inappropriate
прогонува	haunt
прогонува	haunts
накамура	nakamura
сеизмички	seismic
потчинет	submissive
барбоса	barbosa
барбоса	barbossa
небесата	heavens
небесата	heaven
мегавати	mw
мегавати	megawatts
рисе	riise
иснер	isner
сајферт	seifert
рецитирање	reciting
газал	ghazal
пејсажи	landscapes
домино	dominoes
домино	domino
подложна	susceptible
подложна	prone
невидлива	invisible
опционално	optional
хулио	julio
лупус	lupus
анклам	anklam
дака	dhaka
пучини	puccini
оче	padre
вознемирена	upset
осигурува	ensures
шеталиштето	boardwalk
панамскиот	panamanian
рената	renate
рената	renata
џенингс	jennings
рефрен	chorus
рефрен	refrain
саба	saba
ефросина	euphrosyne
фараж	farage
футуна	futuna
розови	rosy
чувашија	chuvashia
хокинс	hawkins
јафа	jaffa
потковица	horseshoe
виторио	vittorio
горчлив	bitter
биномна	binomial
цироза	cirrhosis
гасол	gasol
повторливи	repetitive
стринг	string
кошница	basket
кошница	hive
антракс	anthrax
забележаа	noticed
идеолошка	ideological
сисак	sisak
дорис	doris
снабдувач	supplier
жупан	zupan
гоби	gobi
вреќа	bag
вреќа	sack
валидноста	validity
светослав	svetoslav
старателство	custody
старателство	guardianship
одврати	deter
драјфус	dreyfus
полгар	polgár
коби	kobe
напиток	potion
фиктивна	fictitious
линет	lynette
хероина	heroine
радон	radon
проблематичен	problematic
проблематичен	troubled
проблематичен	troublemaker
гласаа	voted
масимилијано	massimiliano
волеј	volley
зрела	ripe
зрела	mature
жавер	javert
другарот	comrade
буковски	bukowski
цигли	bricks
значка	badge
боли	hurt
боли	hurts
лилехамер	lillehammer
додатоците	inserts
инстаграм	instagram
пречката	sandbar
пречката	crossbar
вјачеслав	vyacheslav
грета	greta
препознатливо	recognizable
романците	romanians
калининград	kaliningrad
решително	adamantly
решително	decisively
образованите	educated
тортура	torture
херкулес	achilles
херкулес	hercules
отпорник	resistor
дијагонално	diagonally
конфигурации	configurations
розети	rosette
балак	ballack
изработувач	dollmaker
контранапад	counterattack
косвиг	coswig
лотус	lotus
трупови	corpses
трупови	cadavers
ирци	irish
заробување	enslavement
корекции	corrections
василевски	vasilevski
санчо	sancho
твиги	twiggy
восток	vostok
буржоазија	bourgeoisie
макси	maxi
макси	maxie
спејси	spacey
старее	aging
ддв	vat
адис	addis
конкурентен	competitive
гранче	twig
гранче	branch
зек	zack
зек	zach
зек	zek
зек	zak
цртањето	calligraphy
слуз	phlegm
букстехуде	buxtehude
сандерс	sanders
сандерс	saunders
агамемнон	agamemnon
запрен	stopped
неименуван	unnamed
компатибилен	compatible
активистка	activist
негативец	villain
ване	vane
дидје	didier
хамад	hamad
хамад	hammad
белец	caucasian
рамазан	ramadan
избирањето	selecting
избирањето	ticking
најмен	hired
чувањето	guarding
нарајана	narayana
мобилизирани	mobilised
стапици	pitfalls
стапици	traps
неда	neda
произлегоа	stemmed
ѓаковица	gjakova
непостоечки	nonexistent
аксарај	aksaray
буриња	barrels
несреќни	unhappy
несреќни	unfortunate
зачин	spice
замрзнат	frozen
евита	evita
пикс	pix
швеѓани	swedes
компатибилни	compatible
заборавен	forgotten
арбитража	arbitration
арбитража	arbitrage
бербери	barbers
менингитис	meningitis
владимирович	vladimirovich
скијач	skier
херенвен	heerenveen
безжично	wirelessly
хендикеп	handicap
хендикеп	disabilities
вола	wola
обврзана	obligated
калинка	pomegranate
калинка	kalinka
џенкинс	jenkins
лампре	lampre
телохранител	bodyguard
малопродажба	retail
малопродажба	retailer
сигурдсон	sigurðsson
неврологија	neurology
испеа	serenaded
гратчиња	townships
пишано	written
гварански	guarani
паравоени	paramilitary
миксер	mixer
матис	mathis
матис	matisse
вечното	perpetual
сепаратисти	separatists
инерција	inertia
ликвидирани	liquidated
миси	missy
приклучоци	plugins
берба	vintage
берба	harvest
краус	kraus
јун	yoon
јун	yun
свештеничка	priestess
ѓон	sole
фарар	farrar
ноли	noli
метафизички	metaphysical
спогодби	treaties
стражари	guards
стражари	sentries
стражари	lookouts
деми	demi
буре	barrel
малина	malina
малина	raspberry
кетен	köthen
хауса	hausa
банер	banner
четри	four
секуларна	secular
меган	meghan
меган	megan
кастриот	kastriot
тетоважа	tattoo
рурк	rourke
опседнати	haunted
опседнати	obsessed
заштитната	safeguard
овчарот	shepherd
образ	cheek
останување	staying
јахја	yahya
попречување	obstruction
попречување	hindering
попречување	obstructing
попречување	jamming
буфон	buffon
сувенири	souvenirs
сувенири	souvenir
сувенири	memorabilia
обрасци	templates
претпоставени	superiors
инсталирани	installed
розиди	rosids
дна	dna
ортега	ortega
црногорска	montenegrin
тажен	sad
еренфест	ehrenfest
болшевичката	bolshevik
џулиен	julien
кила	hernia
кила	kilos
кила	pounds
спротиставува	debunks
беатрис	beatrice
беатрис	béatrice
арг	arg
блока	blocks
блока	blocs
сода	soda
мелиса	melissa
водник	sergeant
николае	nicolae
пинчер	pinscher
пајаците	spiders
сликано	taken
фреир	freire
стероиди	steroid
стероиди	steroids
пристигнаа	arrived
арецо	arezzo
декретот	decree
тинејџерка	teen
тинејџерка	teenager
интуитивно	intuitive
фламенко	flamenco
парички	pennies
парички	nickels
парички	coins
контејнери	containers
бројач	counter
обрт	turnover
најтешко	hardest
лера	lera
индира	indira
нервоза	nervousness
нервоза	nervous
кардиоваскуларни	cardiovascular
арас	aras
советуваат	advise
советуваат	advising
статути	statutes
најсилни	strongest
преживеа	survive
преживеа	survived
чучурлига	lark
признавајќи	acknowledging
признавајќи	conceding
признавајќи	admitting
хумористична	humorous
пекторис	pectoris
куритиба	curitiba
донирал	donated
карикатури	caricature
карикатури	caricatures
карикатури	cartoons
благослови	bless
карелија	karelia
дупликат	duplicate
жалбите	appeals
двејн	duane
двејн	dwyane
двејн	dwayne
бонсаи	bonsai
огномети	fireworks
захарија	zechariah
амониум	ammonium
кпд	kpd
вивиен	viviane
вивиен	vivian
петаки	petacchi
валс	valls
блез	blaise
категорично	categorically
категорично	flatly
сребреница	srebrenica
монаштво	monasticism
исплатени	disbursed
таупо	taupo
механизација	mechanization
консалтинг	consulting
давор	davor
жабата	toad
жабата	frog
мускат	muscat
чела	brows
обложување	betting
печена	baked
печена	roast
испрашување	interrogation
испрашување	questioning
ѕвездички	star
топлица	toplica
роботиката	robotics
степенување	exponentiation
постмодерна	postmodern
гравитира	gravitate
потсети	remind
потсети	recalled
лот	lot
отфрлајќи	dismissing
отфрлајќи	rejecting
хипноза	hypnosis
икер	iker
прогласувајќи	pronouncing
спречени	prevented
герант	geraint
славица	slavica
тифани	tiffany
атум	atum
сослушување	questioning
сослушување	hearing
тори	tory
тори	tori
палестинскиот	palestinian
стилска	stylistic
норботен	norrbotten
мате	mate
ноам	noam
гризли	grizzly
камелеон	chameleon
засадени	seeded
шлемови	helmets
емигрант	emigrant
умешност	dexterity
величество	majesty
продуктивни	productive
оукленд	oakland
николаевна	nikolayevna
ребро	rib
декларации	declarations
петел	rooster
гагарин	gagarin
шереметјево	sheremetyevo
фобии	phobias
толерира	tolerated
толерира	tolerate
толерира	tolerates
платна	canvasses
вилкс	wilkes
агаси	agassi
бараниот	requested
орлов	orlov
супериорна	superior
дрифт	drift
галтон	galton
геополитички	geopolitical
ревитализација	revitalise
ревитализација	revitalisation
вилард	willard
смират	appease
инспекторат	inspectorate
ураган	hurricane
гихт	gout
регрутација	recruitment
регрутација	recruiting
дражен	drazen
незгоди	accidents
незгоди	mishaps
поткатегории	subcategories
милка	milka
атос	athos
зонеберг	sonneberg
гусковидни	anseriformes
прелиминарни	tentative
прелиминарни	exploratory
прелиминарни	preliminary
садење	planting
рослау	roßlau
почината	deceased
острава	ostrava
древно	ancient
фризи	frisians
алигиери	alighieri
хадерсфилд	huddersfield
клеј	clay
имитирање	impersonation
славија	slavia
анвар	anwar
донира	donate
султаните	sultans
бастер	buster
вокабулар	vocabulary
ево	evo
разград	razgrad
спортистка	sportswoman
цртичка	hyphen
так	tuck
так	tac
так	tack
так	tak
зараза	infection
зараза	contagion
увезени	imported
мекензи	mackenzie
мекензи	mckenzie
рески	fringe
копланд	copeland
поттикнато	boosted
поттикнато	prompted
казина	casinos
задоволително	satisfactory
задоволително	satisfying
лимпопо	limpopo
саријер	sarıyer
птуј	ptuj
тиранин	tyrant
илменау	ilmenau
индексите	indices
мика	mica
мика	mika
пејсаж	scenery
пејсаж	landscape
гејбл	gable
мезија	moesia
лотрек	lautrec
веселба	frolic
веселба	revelry
токсичност	toxicity
тандем	tandem
полкот	regiment
брановидни	rippling
смртоносен	lethal
смртоносен	deadly
стрико	unc
искри	sparks
искри	sparkle
предвиде	predicted
предвиде	forecasted
предвиде	forecast
кукавица	coward
еме	emme
логан	logan
костен	chestnut
измачување	torture
тоде	tode
изјаснување	plea
ѓерѓ	gjergj
двоумење	hesitation
маките	plight
бербер	berber
бербер	barber
аристид	aristide
подесување	adjustable
бие	beats
сутра	sutra
мелетиј	meletius
кампен	kampen
одаи	quarters
мултимедијален	multimedia
лизга	sliding
јонскиот	ionian
шпаниел	spaniel
сања	sanja
неограничено	unrestricted
неограничено	limitless
неограничено	unlimited
локализација	localization
непријатност	nuisance
непријатност	inconvenience
непријатност	discomfort
маргините	margins
маргините	sidelines
словенечка	slovene
словенечка	slovenian
разоткривање	exposing
бесконечни	infinite
кампос	campos
упад	incursion
волос	volos
ост	ost
восхитува	admires
восхитува	overwhelms
варнава	barnabas
пророштва	prophecies
пророштва	predictions
маркети	markets
мие	washes
телохранители	bodyguards
истовремени	concurrent
истовремени	simultaneous
игнорирани	ignored
коломбо	colombo
антонис	antonis
екстремитет	limb
монтела	montella
дуплекс	duplex
стапови	sticks
волонтерски	voluntary
волонтерски	volunteer
санаториум	sanitarium
санаториум	sanatorium
лигаментите	ligaments
марди	mardy
пал	pall
јутјуб	youtube
програмер	programmer
програмер	developer
најлоша	worst
махала	mahalla
махала	chalkidiki
фатена	caught
еквиваленција	equivalence
навивачка	cheerleader
земјопоседник	landowner
трент	trent
трент	tran
смеа	laughter
модернизацијата	modernization
модернизацијата	modernising
модернизацијата	modernisation
закажана	scheduled
склероза	sclerosis
корели	corelli
докажан	proven
колонијализам	colonialism
иконоборство	iconoclasm
веројатна	probable
лукаку	lukaku
несвесни	oblivious
несвесни	unaware
шогунатот	shogunate
мино	minho
мино	mino
образи	cheeks
црвеникава	reddish
прекуокеански	overseas
гето	slum
гето	ghetto
бигл	beagle
шанина	shanina
резервации	reservations
резервации	booking
закопано	buried
хартфорд	hartford
костас	kostas
костас	costas
малтретира	harassing
магреб	maghreb
хомогени	homogenous
синтетичка	synthetic
институционална	institutional
решавачки	decisive
глумење	faking
глумење	acting
долорес	dolores
долорес	delores
адриан	adrian
експертиза	expertise
резервирана	reserved
глечер	glacier
џес	jess
насоченост	directionality
бегање	escaping
фатални	fatal
поделеност	divide
елипса	ellipse
арафат	arafat
сап	sap
колективен	collective
капиларите	capillaries
хафиз	hafiz
пријатни	pleasant
пријатни	pleasing
рачката	hilt
вретено	fluctuation
свечен	solemn
проверување	checking
пресудна	crucial
кас	cas
кас	kas
кас	cass
чадор	umbrella
неврзаните	unbound
тупаница	fist
смел	bold
смел	daring
недвед	nedvěd
предокот	progenitor
нецелосни	incomplete
пиони	pawns
владино	governmental
опсесија	obsession
лилијан	lillian
крстил	baptised
клик	click
посредува	mediating
посредува	mediate
имплицитно	implicitly
запрашан	asked
сузуки	suzuki
бихар	bihar
хуманоста	humanity
баби	babi
баби	grandmothers
дилер	dealer
хемптон	hampton
хемптон	hamptons
алта	alta
незаборавни	memorable
незаборавни	unforgettable
мајсторски	whimsical
амбасадорите	ambassadors
компликација	complication
компликација	complications
акцизи	excise
стеснува	narrows
распоредена	deployed
авторска	authorial
трупа	troupe
трупа	troop
замрзнува	freezes
кандела	candela
меконг	mekong
боте	bote
шаќири	shaqiri
поблизу	nearer
кулинарски	culinary
конзерваториумот	conservatory
еуген	eugen
еуген	eugene
комплетирање	completing
маќеа	stepmother
нојендорф	neuendorf
пропадна	failed
енклави	enclaves
крвав	gory
крвав	bloody
памет	wits
смртен	mortal
влажно	moist
концентриран	concentrated
привлечно	attractive
мумбаи	mumbai
дисфункција	dysfunction
скитници	stray
џонстон	johnston
бикини	bikinis
бикини	bikini
анаберг	annaberg
сепаратистички	separatist
нејасен	vague
возбуден	excited
најтешка	hardest
корзо	mall
лосос	salmon
реплики	replicas
множат	multiply
множат	multiplying
милс	mills
клиники	clinics
огласи	ads
маријан	marian
маријан	marijan
платини	platini
загатка	riddle
загатка	conundrum
загатка	puzzle
попречуваат	hinder
божествен	heavenly
божествен	divine
божествен	divinity
лутон	luton
лутон	lewton
рабинот	rabbi
зиновјев	zinoviev
ликвидираат	liquidated
негро	negra
александриска	alexandrian
тестото	dough
зависности	addictions
зависности	addiction
диос	dios
покрената	launched
покрената	filed
хенриета	henrietta
објаснение	explanation
џеб	pocket
џеб	jeb
полоша	worse
сјаен	shining
сјаен	shiny
сјаен	glow
атеизам	atheism
гетлин	gatlin
стерн	stern
копираат	copied
венчани	married
смирува	calming
смирува	calms
импресивен	impressive
дискутабилно	debatable
импресионира	impress
импресионира	impresses
сведоците	witnesses
сведоците	eyewitnesses
глечерите	glaciers
даусет	dowsett
молив	pencil
демонстрираат	demonstrate
насмевка	smile
одрекување	denial
одрекување	disclaimer
жервињо	gervinho
кавга	quarrel
украдена	stolen
чувствителен	sensitive
егзистенцијализмот	existentialism
смртоносно	lethal
смртоносно	deadly
класифицирање	classify
варгас	vargas
ридскиот	uplands
ксенија	xenia
ксенија	ksenija
визуелизација	visualization
јокохама	yokohama
кадмиум	cadmium
гаврило	gavrilo
чорба	stew
мазно	smooth
еминентни	eminent
косем	kösem
амблеми	emblems
подобрено	improved
фасциниран	fascinated
загатки	riddles
виера	viera
неспособноста	inability
гарнизони	cantonments
комунидад	comunidad
агора	agora
повремен	intermittent
интернатот	dormitory
поза	pose
колешка	coworker
ливче	petal
ливче	tab
предвремена	premature
лутеранство	lutheranism
рабле	rabelais
коринтскиот	corinthian
маркес	márquez
магелан	magellan
редат	queuing
помилуван	reprieved
слузницата	mucosa
мочуриштето	moors
сираци	orphans
образована	educated
шпекулациите	speculations
бентнер	bendtner
неутрализација	offsets
дилери	dealers
стилизиран	stylized
твоја	yours
изнајмува	leases
изнајмува	rents
минимизира	minimise
џохор	johor
линден	linden
конзервативци	conservatives
сигал	seagal
сигал	sigal
магор	magor
мракот	darkness
метално	metallic
носена	borne
евтино	cheaply
евтино	cheap
неј	nay
неј	ney
ајала	ayala
натан	nathan
алјенде	allende
потресен	shaken
брилијантен	brilliant
портокали	oranges
радиодифузија	broadcasting
педали	pedals
педали	pedal
збунет	confused
невести	brides
хаски	husky
надреализам	surrealism
инјекција	injection
галагер	gallagher
брајсгау	breisgau
понтифекс	pontifex
ризикува	risking
ризикува	risk
ризикува	risks
осудуваат	condemning
осудуваат	condemns
осудуваат	condemn
антагонист	antagonist
навивачката	cheerleader
георгиева	georgieva
негодување	outcry
негодување	indignation
лаптоп	laptop
чавес	chaves
амбициозни	ambitious
инк	inc
апостроф	apostrophe
динар	dinar
скрати	shorten
гранули	granules
етники	ethniki
законитоста	legality
јенки	yanks
јенки	yankee
очаен	desperate
приспособи	customize
свршеница	fiancee
свршеница	fiance
свршеница	fiancée
јуначки	valiant
димитровград	dimitrovgrad
најкраток	shortest
фалсификат	forgery
фалсификат	counterfeit
фалсификат	fake
монтеро	montero
флуор	fluorine
карс	kars
тарик	tarik
тарик	tariq
стилвел	stillwell
кетлин	kathleen
кетлин	kaitlin
серум	serum
псп	psp
мирка	mirka
припрема	prep
припрема	preparing
фрлач	launcher
фрлач	pitcher
каја	kaya
клајв	clive
вонг	wong
естрада	estrada
еврејка	jewish
тепа	beats
шабани	shabani
жаргон	jargon
барух	boruch
егзопланета	exoplanet
бенгази	benghazi
микроекономија	microeconomics
поколенија	generations
езотерија	esotericism
изразувајќи	voicing
изразувајќи	expressing
консолидација	consolidation
намалениот	dwindling
јапонци	japs
тиранијата	tyranny
фалсификувани	counterfeit
фалсификувани	forged
корумпирани	corrupt
ексклузивна	exclusive
престижна	prestigious
вклученост	involvement
елда	buckwheat
семоќниот	almighty
њупорт	newport
скратува	trims
заразна	infectious
заразна	contagious
пробил	punctured
бунтовнички	insurgent
бунтовнички	rebel
смиреност	tranquility
смиреност	calmness
сурфање	surf
сурфање	surfing
вендерс	wenders
недостапни	unavailable
ежови	urchins
ежови	hedgehogs
достојно	fit
помилување	pardon
несвесен	unaware
танге	tange
накусо	briefly
жолтица	jaundice
оптимално	optimally
оптимално	optimum
разгледница	postcard
букет	bouquet
батаљон	battalion
еребру	örebro
дарители	givers
дерик	derrick
планетарен	planetary
бавна	slow
историцизам	historicism
регрутира	recruit
олаф	olaf
волгаст	wolgast
арија	aria
арија	arya
сабах	sabah
скокнал	jumped
крозби	crosby
редизајн	redesign
ментален	mental
списоците	lists
одзив	turnout
тракијците	thracians
прекршувања	violations
оноре	honoré
гренландски	bowhead
стегање	squeezing
панатинаикос	panathinaikos
авалон	avalon
ширле	schürrle
опстојување	curation
мењшов	menchov
задолжување	debt
задолжување	borrowing
геодезија	geodesy
јако	hard
драгутин	dragutin
ало	hello
саса	sasa
ленокс	lennox
ајмарски	aymara
еид	eid
номинациите	nominations
афи	afi
чоколади	chocolates
адаптер	adapter
помисли	think
печ	pech
статичен	static
анб	ans
пчеларство	beekeeping
мемоар	memoir
карнатака	karnataka
шен	shen
балин	balin
ашер	asher
бранеше	defended
засилени	reinforced
опаш	tail
ванѓа	vanga
измачуван	tortured
мирза	mirza
сместувањето	accommodations
ројтер	reuter
офсајд	offside
андрија	andrija
церера	ceres
империјалната	empyrean
јушченко	yushchenko
неделна	weekly
дане	dane
тарантула	tarantula
законодавен	legislative
јоко	yoko
стентон	stanton
атрофија	atrophy
софистицирани	sophisticated
мултимедија	media
мултимедија	multimedia
стоење	standing
гребење	scratching
венс	vance
дијалектологија	dialectology
енигма	enigma
ананас	pineapple
шенген	schengen
тимошенко	tymoshenko
нажалост	unfortunately
детско	kiddie
феудалната	feudal
социолозите	sociologists
ајфеловата	eiffel
пловење	sailing
алвин	alvin
ронда	rhonda
бент	bent
полнењето	padding
авио	airlines
челини	cellini
зелда	zelda
углеша	mrnjavčević
терме	terme
чистки	purges
арени	arenas
мамо	mom
најбогатиот	richest
дине	kyrie
доминираше	dominated
сервира	serve
означувањето	tagging
хефест	hephaestus
комплицирана	complicated
мистер	mister
разочарани	disillusioned
разочарани	disappointed
згоден	handsome
металургија	metallurgy
фду	fdu
витални	vital
кака	poop
кака	kaka
пива	beers
змај	kite
вештерство	witchcraft
акробации	stunts
привлекувајќи	attracting
варвари	barbarians
придружничка	consort
благородна	noble
најнизок	lowest
књига	knjiga
кисело	sour
импеданса	impedance
преса	presa
коњаник	horseman
саботажа	sabotage
саботажа	sabotaging
иницијали	initials
садат	sadat
пилатес	pilates
симона	simona
корнелиус	cornelius
карачи	karachi
пенетрација	penetration
погонски	hyperdrive
промовирајќи	promoting
психоделичен	psychedelic
витоша	vitosha
приговори	complaints
приговори	objections
ланселот	lancelot
плантажа	plantation
аламос	alamos
хаифа	haifa
касим	kasim
ворлд	world
лауреати	laureates
бедфорд	bedford
тоалетот	toilet
мајбах	maybach
електролиза	electrolysis
ѕверски	beastly
превез	blindfolded
превез	blindfold
астролог	astrologer
праведност	righteousness
праведност	fairness
хокаидо	hokkaido
грутки	lumps
лорка	lorca
фармацевт	pharmacist
абдус	abdus
ригоберто	rigoberto
ултравиолетови	ultraviolet
данил	daniil
ивано	ivano
автентичен	authentic
кропоткин	kropotkin
супермасивна	supermassive
ика	ika
милениче	pet
демоните	demons
суден	doomsday
земски	earthly
готје	gautier
регуларно	regular
дискутирано	discussed
изобилие	plentiful
камден	camden
теле	calf
фурна	oven
кристален	crystal
стражар	guard
стражар	sentry
робинс	robbins
безопасни	harmless
хендерсон	henderson
назнака	designation
провајдер	provider
каролин	caroline
каролин	carolyn
епикур	epicurus
селекции	selections
оргазам	orgasm
регенсбург	regensburg
канабис	cannabis
валонски	walloon
вее	flies
обезглавен	beheaded
