категорія	category
порівняння	compare
порівняння	comparator
порівняння	comparing
порівняння	diff
порівняння	comparisons
диплом	diploma
встановлені	installed
почався	started
почався	began
висока	high
релігійні	religious
літературні	literary
акторка	actress
історичної	historic
проводити	undergoing
фізика	physics
атаки	attacks
атаки	attack
наші	our
наші	ours
тече	drooling
тече	flows
відоме	known
звільнений	fired
спогади	memories
югославії	yugoslavia
регулярно	regularly
баварія	bavaria
баварія	bayern
залізничний	rail
бізнесу	entrepreneurial
бізнесу	businesses
дорослому	grown
шампань	champagne
засіб	tool
тимчасово	temporarily
тимчасово	temporary
ніби	allegedly
обмін	sharing
обмін	exchange
платформи	platforms
платформи	platform
проектування	design
скасування	cancelling
скасування	undoing
скасування	canceling
скасування	cancellation
довгі	long
антоніо	antonio
чорні	black
пристроїв	devices
ані	ani
ані	nor
фізичні	physical
артилерії	artillery
публіцист	publicist
медіа	media
повернутися	return
природні	natural
мозель	moselle
горі	gori
підхід	approach
хвіст	tail
хвіст	ponytail
гілки	branches
гілки	threads
луар	loir
луар	loire
економічні	economic
журналісти	journalism
журналісти	journalists
щит	shield
берлін	berlin
лікарня	hospital
позбавлення	deprivation
тій	tille
тій	thil
папи	pope
приморська	littoral
японський	japanese
вільний	free
німецькою	german
живопис	painting
виділяють	secrete
заліза	iron
анатолійович	anatolyevich
анатолійович	navalny
вільно	freely
вільно	free
впровадження	implementation
впровадження	deployment
нагоди	occasion
вальтер	walther
вальтер	walter
справді	really
європа	europe
приєднання	join
приєднання	bandwagon
приєднання	attaching
приєднання	joining
адміністрація	administration
дорослих	adult
знятий	lifted
фігури	figures
магазин	shop
магазин	store
армій	armies
розроблена	designed
відповідальність	liability
відповідальність	responsibility
розповсюдження	spread
потік	flux
потік	potok
потік	flow
потік	stream
дана	dana
гай	gaius
гай	guy
поточний	current
лідерів	leaders
лідерів	leaderboard
розумію	understand
колекція	foundry
колекція	collection
гетьман	hetman
давніх	ancient
ліквідації	eliminating
румунія	romania
підтвердження	confirmation
підтвердження	confirming
підтвердження	approval
культурі	fiction
танк	tank
зрозуміло	understood
педагогічний	pedagogical
медичний	medical
медичний	maulana
виникли	arising
друзів	friends
коней	horses
виступ	performance
щороку	annually
щороку	annual
будинках	houses
білих	whites
нор	nort
ібн	ibn
вищий	taller
вищий	higher
структур	structures
шаблону	stencil
повітряно	airborne
виконавців	performers
виконавців	resources
виконавців	artists
четвертий	fourth
зліва	left
уникнути	avoid
літ	lit
маршрут	route
маршрут	itinerary
царство	kingdom
едвард	edvard
едвард	edward
перемог	wins
перемог	victories
пояснення	explaining
пояснення	explanation
пояснення	explanations
пояснення	explain
сприяє	contributes
сприяє	promotes
громадянство	nationality
громадянство	citizenship
допомагає	helps
журналістів	journalists
засуджений	convicted
засуджений	convict
засуджений	condemned
засуджений	sentenced
вхід	login
вхід	logging
вхід	entrance
хан	khan
хан	han
художньої	rhythmic
якось	sometime
якось	somehow
росіяни	russians
чарльз	charles
випадки	instances
випадки	cases
випадки	incidents
випадки	occurrences
персонаж	character
утримання	detention
вирішено	resolved
вирішено	solved
розпаду	decay
призначено	intended
чорно	monochrome
проводять	spend
читання	read
читання	reading
пара	pair
пара	fumes
пара	couple
пара	vapor
виступали	performed
союзників	allies
табір	camp
почесні	honorific
смуги	stripes
перейшла	descended
офіцер	officer
сталося	occured
сталося	happened
десятки	tens
десятки	dozens
десятки	dozen
житловий	residential
сирії	syria
колективу	collaborative
схожі	similar
схожі	alike
схожі	related
нагорода	reward
нагорода	award
майбутнє	future
почуття	feeling
почуття	sense
почуття	feelings
символів	character
символів	symbols
символів	characters
активність	activity
надати	provide
надати	supply
надати	give
надати	grant
рейтингу	ranking
наслідки	aftermath
наслідки	consequences
соціальні	social
виникло	popped
затвердження	approval
затвердження	approving
дворі	courtyard
дворі	yard
обліку	counting
обліку	billing
знаходить	finds
маю	sparing
маю	have
стефан	stéphane
стефан	stefan
стефан	stephan
плавання	swimming
світлана	svitlana
світлана	svetlana
середні	medium
виглядає	looks
рідини	liquid
рідини	fluids
формально	technically
підручник	handbook
підручник	manual
підручник	textbook
підручник	tutorial
самих	themselves
танки	tanks
вперед	forward
вперед	onward
вперед	forwards
студенти	students
владислав	vladislav
владислав	władysław
перевезення	transportation
перевезення	freight
широкий	wide
широкий	expanded
червоні	reds
червоні	scarlet
червоні	red
майна	property
релігія	religion
класифікація	classification
миколаїв	mykolaiv
миколаїв	nikolaev
вилучено	deleted
вилучено	removed
галереї	galleries
галереї	gallery
вбивства	murders
громадяни	citizens
дипломат	diplomat
зйомки	filming
зйомки	shooting
повноваження	responsibilities
кохання	love
показано	shown
показано	displayed
важливі	important
базується	relied
майстри	wizards
йосип	joseph
йосип	josip
тижні	weeks
ґрунту	soil
масив	array
масив	massif
радник	adviser
радник	counselor
радник	advisor
артур	arthur
артур	artur
звук	sound
звук	mute
рекорд	record
епоху	epoch
сягає	reaches
втрат	losses
революція	revolution
новгород	novgorod
валентин	valentin
професія	profession
сталі	constants
вдається	succeeding
вашингтон	washington
волинський	volynskyi
досяг	achieved
відтоді	since
зоряна	stellar
виділення	allocation
виділення	emphasis
виділення	allocate
спілкування	communication
спілкування	communicate
спілкування	conversation
спілкування	communion
спілкування	chat
правильно	correctly
відвідав	visited
квітки	flower
станіслава	stanislaus
вулицю	curb
художнього	artistic
власність	property
власність	ownership
різниця	diff
різниця	difference
різниця	cares
акт	act
функціонування	functioning
відповідні	appropriate
онлайн	online
дозвіл	permission
закриття	closure
закриття	close
закриття	closing
руїни	ruins
франківськ	frankivsk
принц	prince
нормандія	normandy
параметри	options
параметри	parameters
параметри	settings
альбомів	albums
тісно	closely
франсуа	françois
миколая	nicholas
випущена	licensed
функцію	function
православні	orthodox
оголошено	screening
говорити	talk
говорити	speak
ситуацію	situation
зібрав	gathered
кастилія	castile
погано	badly
погано	bad
майя	maia
майя	maya
економічна	economic
сестри	sisters
переваги	advantages
переваги	benefits
плато	plateau
озер	lakes
пом	softener
млин	windmill
млин	mill
парламент	parliament
найкраще	best
оксана	oksana
січ	sich
яйця	eggs
яйця	balls
селах	villages
манчестер	manchester
предмети	objects
тканини	fabrics
сесії	altar
сесії	session
сесії	plenary
міліції	militia
росією	traffickers
проходження	transit
підпорядкування	municipalities
наслідок	consequence
луцьк	lutsk
закінчується	ends
закінчується	ending
артем	artem
артем	artyom
природний	natural
виконують	perform
становлення	becoming
луїс	luiz
луїс	luis
луїс	luís
луїс	louis
адміністраторів	administrators
фінансування	funded
фінансування	financing
фінансування	funding
файлів	files
журнали	magazines
журнали	journals
журнали	logs
фінал	finale
фінал	final
двері	door
двері	doors
мері	meri
мері	mary
вузлів	knots
вузлів	peers
вузлів	nodes
книжки	books
передав	handed
токіо	tokyo
пригоди	adventures
пригоди	adventure
депо	depot
кабінет	parlor
кабінет	cabinet
архітектори	builders
подорожі	travel
подорожі	travels
подорожі	journey
сторона	side
відмінності	differences
вікторія	viktoria
вікторія	victoria
грн	uah
серце	heart
записи	entries
сукупність	aggregates
дон	don
спадщина	heritage
вбивство	murder
вбивство	killing
музична	musical
ансамбль	ensemble
включення	enclosing
включення	include
включення	includes
включення	inclusion
листи	letters
шар	layer
звісно	ofcourse
душі	shower
душі	souls
громадської	ngo
збагачення	enriching
збагачення	enriched
ноги	feet
ноги	legs
особисте	personal
особисте	private
приналежність	apparatus
побачив	saw
пропоную	propose
напрямки	directions
поділля	podolia
відновити	reset
відновити	restore
відновити	recover
відновити	revert
відновити	resume
автономна	autonomous
автономна	autonomic
македонії	macedonia
кампанія	campania
кампанія	campaign
практика	practice
запитання	question
запитання	questions
драматург	playwright
розпочато	started
марко	marko
марко	marco
намір	intention
курсу	nema
воротар	goalkeeper
краї	edges
додаток	application
додаток	app
додаток	appendix
додаток	plugin
продаж	selling
продаж	sale
продаж	sales
сонце	sun
сонце	sunshine
дядько	uncle
оточення	boxes
оточення	neighborhood
оточення	entourage
бен	ben
реакція	reaction
моделювання	modelling
моделювання	simulation
моделювання	modeling
версій	versions
лесі	lesia
алі	ali
редакція	edition
самий	same
розміщено	placed
зали	hall
пристрої	devices
документ	doc
документ	document
символи	symbols
символи	characters
крізь	through
індія	india
весілля	wedding
проживають	favoring
складова	ingredient
конференція	conference
стверджує	claims
зазнали	suffered
регіонах	regions
королева	queen
школах	schools
монета	coin
математичних	mathematical
різновид	kind
продукт	product
формули	formulas
формули	formulae
британська	british
дух	spirit
єгипет	egypt
помилок	faults
готель	inn
готель	hotel
сучасне	modern
сучасне	contemporary
новини	news
мінськ	minsk
космос	cosmos
космос	kosmos
кулі	spheres
кулі	balloon
кулі	bullets
вчитель	teacher
вадим	vadim
корисні	useful
корисні	helpful
свобода	freedom
свобода	liberty
внутрішні	internal
критиків	critics
коефіцієнт	coefficient
коефіцієнт	gini
коефіцієнт	ratio
коефіцієнт	stripping
коефіцієнт	factor
вийти	quit
вийти	exit
представниками	outreach
верхні	hautes
верхні	upper
конго	congo
молода	young
диск	disk
диск	disc
русь	rus
арденни	ardennes
сона	sona
місцевий	local
хуан	juan
хуан	huang
зберегти	save
душу	soul
молодь	youth
рівне	rivne
рівне	equal
міді	copper
японська	japanese
особливий	special
прага	prague
вікна	windows
семен	semen
семен	semyon
потрапляє	rushes
квт	kw
алгоритм	algorithm
ріг	rog
ріг	rih
ріг	horn
позицій	positions
дем	demian
дем	dem
норм	norm
поляків	poles
андерсон	anderson
воював	fought
худоби	managed
атмосфера	atmosphere
діяти	acting
діяти	tread
діяти	act
щастя	happiness
землею	earth
землею	ground
десяти	ten
коротка	short
намагалися	tried
намагалися	strive
джо	joe
адам	adam
берегах	shores
двори	courtyards
стрільби	shooting
шукати	lookup
шукати	search
шукати	seek
канадський	canadian
провели	conducted
зелені	green
зелені	greens
секції	section
відзнаки	insignia
переклади	translations
заповідник	reserve
іль	île
іль	isle
іль	isles
туреччина	turkey
показав	showed
виходять	emerge
переїхала	moved
прийняти	accept
розслідування	investigate
розслідування	investigation
розслідування	inquiry
володимирівна	gelman
ресурс	resource
місцями	occasionally
місцями	swaps
входило	involve
удар	jab
удар	hit
удар	punch
автобус	bus
переговори	negotiating
переговори	negotiate
переговори	negotiations
компоненти	components
александр	alexandre
чернігів	chernihiv
посилення	strengthening
призначена	assigned
літери	letters
літери	characters
сценарій	screenplay
сценарій	scenario
сценарій	script
мюнхен	munich
бійців	fighters
бек	beck
бек	beek
буду	gonna
підписи	captions
підписи	signatures
зразки	sample
зразки	samples
сполуки	compound
албанії	albania
анрі	henri
анрі	henry
каже	says
трон	throne
квартира	apartment
написаний	pasted
ато	ato
баку	baku
ваги	weightless
ваги	weights
ваги	weigh
фізик	physicist
враховуючи	considering
португалія	portugal
припущення	guessing
припущення	conjecture
припущення	assuming
припущення	hunch
припущення	assertion
дошка	whiteboard
дошка	board
рівнів	levels
долі	fates
долі	fate
проспект	prospekt
проспект	avenue
твердження	statement
жодних	none
поранений	injured
поранений	wounded
торгівля	trading
торгівля	trafficking
торгівля	trade
королеви	queens
випадково	randomly
випадково	accidentally
вшанування	honor
звернення	couples
звернення	accessed
звернення	subjects
звернення	appeal
звернення	argumentum
хімічні	chemical
заводи	plants
долю	fate
введено	entered
культ	cult
культ	kult
річ	thing
рнк	rna
природа	nature
великобританія	uk
найбільшу	biggest
стояв	stood
суму	sum
суму	amount
тіл	bodies
ізраїль	israel
клан	clan
поєднання	combination
єгипті	egypt
рівненська	rivne
реконструкції	reconstruction
конфлікти	conflicts
знав	knew
макс	max
урахуванням	sensitive
служить	employee
служить	serves
споживання	consumption
згадки	mentions
каплиця	chapel
динамо	dinamo
динамо	dynamo
компонентів	components
конгресу	congressional
конгресу	congress
виявив	discovered
виявив	manifested
інформацією	misinformed
призначені	assigned
призначені	designated
призначені	occurring
працівники	workers
працівники	employees
заняття	activities
заняття	esl
марокко	morocco
висновок	refute
висновок	inference
захворювань	diseases
напр	eg
вільна	freestyle
вільна	free
георгія	george
продукція	production
продукція	products
родовище	oilfield
предмет	subject
відкрили	uncovered
відкрили	opened
потенціал	potential
губернатор	governor
студія	studio
сума	sum
сума	amount
правом	authority
десятиліття	decade
доба	age
концепція	concept
концепція	conception
тимошенко	tymoshenko
фінляндія	finland
залишаються	remain
залишаються	fleeing
розміщені	intended
біології	biology
кваліфікації	qualifications
звичайна	normal
ботанічний	botanic
ботанічний	botanical
панування	domination
яєць	incubation
відбувалися	happening
величина	magnitude
закарпатська	zakarpattia
виступала	performed
відтворення	render
відтворення	rendering
відтворення	playback
відтворення	playing
править	reigns
править	reign
схеми	schematics
схеми	scheme
схеми	schemes
схеми	schema
можливе	possible
сильний	heavy
сильний	strong
виконується	running
архієпископ	archbishop
оголошення	announcement
оголошення	declarations
оголошення	ads
оголошення	classified
оголошення	declaration
оголошення	declare
розробку	developing
постачання	procurement
постачання	supply
громадянин	citizen
старше	older
форт	fort
удару	punch
бойовий	fighting
бачив	seen
бачив	saw
любить	loves
едуард	edward
едуард	eduard
цілий	whole
йдуть	go
дер	der
ірану	iran
бразилія	brazil
ремонт	repair
ремонт	repairs
сілья	silja
широке	broad
мінімум	minimum
додатково	additionally
додатково	advanced
роберта	roberta
бачити	seeing
джек	jack
ворогів	enemies
астроном	astronomer
екологія	ecology
завоювання	conquest
легенда	legend
поверхня	spline
поверхня	surface
спортсмени	sportsmen
спортсмени	athletes
випущено	released
випущено	issued
скульптура	sculpture
бельгія	belgium
глибині	pit
сміт	smith
європейська	european
хочу	wanna
хочу	want
солі	salt
архітектурний	architectural
півострів	peninsula
півострів	peninsular
марі	marie
марі	mari
побудовані	plotted
маєток	mansion
маєток	firefly
зброєю	weapons
могили	tomb
могили	graves
могили	grave
зусилля	efforts
зусилля	effort
кавалер	expectation
основне	primary
основне	fundamental
основне	main
співаки	singers
тер	ter
варшава	warszawa
варшава	warsaw
східні	eastern
речей	things
факторів	factors
ураження	affected
їхня	theirs
зеландії	zealand
євреї	jews
євреї	israelites
ужгород	uzhgorod
ужгород	uzhhorod
опера	opera
вчителів	teachers
переслідування	harassment
переслідування	pursuit
каліфорнії	ucla
венеції	venice
кому	komu
активні	active
суспільно	prepared
математик	mathematician
польською	polish
задачі	tasks
задачі	jobs
задачі	task
реал	real
житомир	zhytomyr
гірський	mountain
хребта	vertebrae
хребта	ridge
перейменовано	renamed
квіти	flowers
явились	onset
поставити	put
поставити	queue
засідання	meeting
лекції	lectures
лекції	lecture
камери	camera
камери	cameras
друг	friend
ремонту	repairs
символізує	symbolizes
вважаються	considered
майстра	wizard
портрети	portraits
цска	cska
протистояння	opposition
вели	leading
явищ	whatsoever
роти	rota
болгарія	bulgaria
постійного	persistent
аргументи	arguments
ефективність	efficiency
ефективність	effectiveness
ефективність	performance
драматичний	drama
переробки	recycling
найвища	highest
якісь	any
аварії	crash
правий	right
правий	sickest
хай	hai
хай	khai
хай	long
хай	let
мін	ming
мін	mines
мін	min
судді	judge
судді	judges
фабрика	factory
рота	rota
рота	mouth
носили	worn
офіційні	official
схожий	resembles
океан	ocean
хору	glee
сусідніх	neighboring
проходила	passing
дитинства	childhood
секунд	seconds
визнав	acknowledged
оборону	defence
масиву	array
адміністратора	administrator
ближче	closer
ближче	nearer
мережу	networking
супутник	satellite
супутник	sputnik
супутник	moon
повстанців	rebels
замки	castles
замки	locks
показники	figures
яскраво	stunning
малюнок	drawing
адмірал	admiral
органу	organa
чорних	blacks
зрозуміти	understand
зрозуміти	comprehend
дивись	look
злиття	merge
злиття	fusion
злиття	weaving
злиття	merging
відгуки	reviews
відгуки	feedback
перевірки	tests
перевірки	verification
перевірки	checks
основа	base
запрошення	invite
запрошення	invitations
запрошення	invitation
запрошення	invites
туризм	tourism
демократична	democratic
напад	attack
напад	assault
основ	foundations
мої	my
пана	pana
пана	panna
композиція	track
композиція	composition
обсерваторії	observatories
конституція	constitution
зусиль	effortlessly
ночі	nightfall
ночі	nights
ночі	night
досягти	achieve
професійний	professional
імовірно	presumably
імовірно	allegedly
росіян	russians
рахунку	scores
перепис	census
дивіться	watch
дивіться	look
включно	including
включно	inclusive
повинно	should
використані	used
рамки	frames
рамки	border
лісі	woods
суть	essence
досягла	reached
захопити	capture
захопити	commencing
мереж	networks
храмів	temples
ікони	icons
риба	fish
ракет	missiles
ракет	rockets
кольорів	colors
чехословаччини	czechoslovakia
розмноження	breeding
розмноження	breed
розмноження	reproduction
тоні	toni
тоні	tony
патріархату	patriarchate
члена	member
фіфа	fifa
козак	cossack
козак	kozak
ран	ran
територіях	areas
африка	africa
сини	sons
друку	printing
фасад	facade
посольства	embassy
ядро	kernel
ядро	nucleus
ядро	core
оновлення	refreshing
оновлення	upgrading
оновлення	update
оновлення	refresh
оновлення	updates
оновлення	updating
регіони	regions
попередження	advisory
попередження	warnings
попередження	alert
попередження	warning
церквою	tserkva
губернатора	governor
логотип	logo
піти	donating
критик	critic
стрічка	ticker
стрічка	reel
стрічка	feed
стрічка	tape
стрічка	ribbon
випробувань	trials
вокзал	station
вокзал	gare
королівський	royal
королівський	kingly
вибуху	exploding
діях	stages
видатних	prominent
кістки	bones
діб	dib
критика	criticism
тбілісі	tbilisi
вступ	introduction
вступ	intro
запит	requested
запит	request
запит	query
запит	requests
вест	west
зібрані	collected
зібрані	compiled
зібрані	gathered
володів	owned
андре	andre
андре	andré
дочки	daughters
впливає	affects
впливає	influences
впливає	impacts
англо	anglo
речення	sentence
речення	sentences
графік	graph
графік	plot
катерини	yekaterina
реклама	ad
реклама	advertising
реклама	ads
модифікації	revisions
арт	art
допоміг	helped
америка	america
америка	americas
черкаси	cherkasy
президенти	president
проблему	problem
кодекс	codex
невідома	unknown
енергія	energies
енергія	energy
любові	passions
діаспора	diaspora
гвінеї	guinea
білоруси	belarusians
виведення	output
виведення	inference
виведення	outputs
давид	david
оркестр	orchestra
святі	saints
святі	holy
нобелівської	nobel
рельєф	relief
призначив	appointed
туру	matchday
поміж	between
приходить	comes
індонезії	indonesia
вогнем	fire
обласний	regional
покращення	improvements
покращення	enhancement
покращення	enhance
хвороб	diseases
явно	obviously
явно	explicitly
читачів	followers
мур	moore
мур	mur
угорщині	hungary
іраку	iraq
випустив	unleashed
парки	parks
біологічних	biological
існувати	ceased
срібла	silver
туристів	tourists
отто	otto
образи	portrayal
образи	abuse
образи	fights
морська	marine
морська	naval
австрійський	austrian
швидкого	rapid
джерсі	jersey
організатор	organizer
організатор	organiser
усім	everyone
майно	property
майно	possessions
майно	estate
янського	autographed
реліз	release
запас	float
запас	inventory
бувають	distinguished
виявили	discovered
видається	imagined
мадрид	madrid
лука	luka
лука	luca
здобули	graduated
підполковник	colonel
музикантів	musicians
супротивника	assailant
голоси	votes
голоси	voices
втручання	interventions
втручання	intervention
жовтий	yellow
вина	wine
лікаря	doctor
зіткнення	collision
зіткнення	collisions
запуску	startup
композиторів	composers
способи	ways
способи	methods
присутній	attending
баден	baden
бордо	bordeaux
бібліотек	libraries
залишилася	remained
орбіти	inclination
словом	counsel
словом	word
тебе	you
установка	rig
альберт	albert
номери	numbers
важливе	important
знято	releasing
крок	step
крок	croc
людства	mankind
комедії	comedy
хребет	spine
хребет	range
хребет	backbone
хребет	ridge
зразка	sample
кирило	kirill
кирило	cyril
відповідальності	responsibilities
найменування	naming
носій	media
носій	medium
поліція	police
негайно	immediately
негайно	immediate
негайно	instantly
скелі	cliffs
скелі	cliff
скелі	rocks
взяла	popped
староста	starosta
адміністратор	admin
адміністратор	administrator
срібло	silver
біль	pain
тисячоліття	millennium
колумбії	colombia
напряму	directly
романа	romana
творчий	creative
плоди	fruit
плоди	fruits
троє	threes
хор	choir
хор	glee
лат	lats
звернувся	addressed
звернувся	appealed
лівий	left
хвилини	minutes
хвилини	minute
човен	boat
сто	hundred
сто	sto
задній	rear
звіт	report
жіноча	female
рядок	line
рядок	string
рядок	row
педагогічних	pedagogical
громадянська	civil
двадцять	twenty
італійська	italian
акторів	actors
жіночий	female
угода	covenant
угода	deal
угода	agreement
угода	accords
африканських	african
поезія	poetry
дала	slapped
дала	gave
чернігівського	chernigov
філії	branches
математика	maths
математика	mathematics
математика	math
знищити	destroy
знищити	indestructible
знищити	eliminate
знищити	exterminate
принца	prince
керівники	executives
переміщення	moving
переміщення	displacement
відчуття	feeling
візантії	byzantium
здійснено	migrated
знизу	below
знизу	bottom
мотор	motor
запобігання	preventing
запобігання	avoidance
запобігання	prevention
етапу	phase
сигнал	signal
християнство	christianity
знати	knowing
знати	know
готовий	ready
викладання	placing
обрання	elected
ціна	price
приймати	hosting
складання	aggregation
витрат	expense
штати	states
дитина	baby
дитина	child
постанова	regulation
постанова	decree
боснії	bosnia
арена	arena
романів	novels
поляки	poles
половину	half
особисті	personal
відновлено	resumed
відновлено	restored
жак	jacques
японські	japanese
хімічна	chemical
надають	provide
отримані	received
богослов	theologian
франс	frans
данія	denmark
перспективи	prospects
перспективи	perspective
теперішній	present
приготування	preparation
ірландія	ireland
луганськ	luhansk
перенесено	wrapped
йшли	walked
перейти	jump
перейти	goto
джонс	jones
джонс	johns
бачить	sees
комедія	comedy
проведені	assist
анджелес	angeles
буенос	buenos
мішель	michelle
мішель	michel
мішель	michèle
солдати	soldiers
освітлення	lighting
видавець	publisher
видавець	issuer
допомога	help
послідовність	sequence
ясс	jass
дуб	quercus
дуб	oak
думи	duma
громадсько	socio
реконструкція	renovation
реконструкція	reconstruction
реконструкція	reenactment
початкова	initial
збір	collecting
снд	cis
використати	use
давні	ancient
давні	olden
пустелі	desert
пустелі	deserts
зведення	summary
ланки	lanka
розклад	schedule
розклад	timeline
розклад	timetable
карт	cards
вояки	soldiers
суміші	mix
птах	bird
тулузи	toulouse
називає	calls
вступу	membership
прийняли	accepted
залежність	dependency
залежність	addiction
залежність	dependence
подав	filed
недоліки	faults
недоліки	disadvantages
прив	snapping
плюс	plus
вирощування	cultivation
хорватія	croatia
вниз	down
вниз	downwards
зерна	grain
житлових	residential
частинами	parts
файли	files
човнів	boats
планується	foreseen
надії	hopes
надії	hope
данило	daniel
данило	danylo
данило	danilo
конфліктів	conflicts
рублів	rubles
наступна	next
августа	augusta
кільця	rings
слобода	sloboda
топ	top
дитяча	child
глави	chapters
ніна	nina
правопису	spelling
шкоди	harm
замінити	replace
концерти	concerts
умовами	terms
олімпійська	olympic
журналів	logs
виходячи	assuming
добра	dobra
дозволу	permission
графіки	graphs
графіки	plots
графіки	charts
графіки	graphics
минуле	past
сприйняття	perception
вказують	indicate
євробачення	eurosong
євробачення	contest
літо	summer
наса	nasa
свідчення	testimony
посіла	wins
зможе	able
дітьми	kids
дітьми	children
татари	tatars
містами	towns
науковець	scientist
подібний	similar
виробник	vendor
виробник	producer
виробник	manufacturer
дах	roof
вивчає	learns
вивчає	studies
учень	pupil
західні	western
відвідувачів	visitors
подвійна	double
згоди	consent
згоди	concord
шахти	shafts
жила	lived
науковців	scientists
передано	passed
слава	slava
слава	glory
доступні	available
коледжі	colleges
коледжі	college
передній	front
напрям	direction
відсоток	percentage
відсоток	percent
парафії	parish
прості	simple
врятувати	rescue
задоволення	satisfaction
задоволення	pleasure
опубліковано	published
опубліковано	posted
робили	did
множини	plural
розглядати	treat
китайський	chinese
енциклопедичний	encyclopedic
укріплення	fortifications
удмуртія	udmurtia
дебют	debut
пояснити	explain
ґрунт	soil
ґрунт	grunt
герман	hermann
герман	german
герман	herman
гітарист	guitarist
обставин	circumstance
поверх	floor
волинь	volhynia
волинь	volyn
святкування	celebration
колії	gauge
чорногорії	montenegro
олімпіади	olympic
повільно	slow
повільно	slowly
бойко	boyko
частинки	particles
частинки	particle
стівен	stephen
стівен	steven
рано	early
китайські	chinese
кривий	crippled
очки	points
мен	meng
мен	maine
черв	worm
музиці	music
подія	incidence
подія	event
створюється	generating
хвороба	disease
хвороба	sickness
продовжували	continued
гармата	cannon
гармата	gun
перенаправлення	redirect
перенаправлення	redirection
вартості	rank
чорноморського	anew
стандарт	standard
зовні	outside
консул	consul
авіація	aviation
зникнення	disappearance
зникнення	endangered
зникнення	extinction
севастополь	sevastopol
складні	anxious
складні	complex
складні	challenging
місія	mission
геологія	geology
синій	blue
фахівець	professional
гміна	gmina
нації	nationality
нації	nation
нації	nationalities
луки	grasslands
луки	meadows
зовнішня	external
зовнішня	exterior
передача	transmitting
передача	commit
передача	commits
довести	prove
грец	graetz
бібліотеку	library
пропозиція	offering
пропозиція	offer
пропозиція	proposition
пропозиція	suggestion
пропозиція	proposal
адміністративні	administrative
єпархія	eparchy
очищення	clearing
очищення	cleanup
очищення	cleaning
очищення	blanking
вірш	poem
вірш	verse
юрист	jurist
юрист	lawyer
суміш	mix
суміш	mixture
ставки	bets
ставки	wager
ставки	betting
прийом	admitting
прийом	reception
шрі	sri
френк	frank
рейху	reich
вистави	spectacle
природу	wildlife
оренду	rent
збору	filing
збору	acquisition
збору	fundraising
залишилося	remaining
художня	art
несподівано	suddenly
несподівано	unexpectedly
широкі	broad
широкі	burst
препарат	formulation
заборонено	forbidden
заборонено	prohibited
заборонено	denied
реєстрації	registrations
мислення	thinking
цивілізації	civilization
вбити	kill
вбити	slay
помічником	sidekick
парі	bet
тестування	testing
сліди	trail
сліди	tracks
сліди	traces
сліди	trails
добрі	kind
печери	caves
печери	caverns
ганс	hans
дитинство	childhood
вузол	node
вузол	peer
вузол	host
вузол	knot
вузол	ganglion
перебуваючи	staying
норвегія	norway
додатковий	complementary
додатковий	optional
додатковий	advanced
додатковий	extra
колонія	colony
королі	kings
королі	monarchs
рухи	movements
катастрофи	catastrophe
катастрофи	disasters
обробка	handling
обробка	processing
обробка	parsing
зробила	made
бойового	morale
більший	larger
більший	bigger
верховна	verkhovna
тролейбус	trolleybus
горького	gorky
знаходилася	watchful
леся	lesya
щоправда	though
культурні	cultural
культурні	cultivated
міфологія	mythology
дійсний	valid
арк	arc
зареєстровано	registered
майдан	maidan
майдан	roundabout
колеса	wheels
вірменська	armenian
збільшується	increases
товари	goods
виконати	perform
виконати	execute
виконати	run
кіл	circles
кіл	stake
художні	artistic
помітно	distinctively
календар	calendar
кракові	krakow
пошуки	searches
розділи	sections
розділи	chapters
дошки	board
поетів	poets
увага	beware
увага	attention
увага	warning
прапори	flags
спробу	attempt
діви	virginis
чорне	black
перенесення	transmission
перенесення	transfers
перенесення	transmit
перенесення	transferring
перенесення	transfer
прибули	arrived
спільнота	group
спільнота	community
займаються	engage
важливо	important
почати	start
розуміє	understands
фабрики	factories
абу	abu
абу	abou
розвиваються	developing
побудувати	build
побудувати	construct
організовано	sorted
янська	slavonic
конгрес	congress
фрагменти	fragments
фрагменти	snippets
гімн	hymn
гімн	anthem
технічна	technical
лейтенанта	lieutenant
більші	bigger
географічні	geographic
географічні	geographical
хана	han
знов	again
кріс	chris
кріс	kris
скотт	scott
католики	catholics
викладачі	educators
трамвай	tram
передати	transmit
передати	commit
передати	convey
передати	pass
охолодження	cooling
оскар	oscar
оскар	oskar
геннадій	gennady
будова	composition
відповідності	correspondence
відповідності	matching
голосу	voice
клієнтів	customers
клієнтів	clients
підтримую	support
підтримую	approve
підтримую	supporting
представлено	represented
прагнення	ambitions
фінансові	financial
втік	escaped
втік	fled
записав	recorded
підземних	hells
механізмів	setters
поведінка	behaviors
поведінка	behaviour
поведінка	virtue
поведінка	behavior
єпископи	bishops
стандартів	standards
херсон	kherson
бучач	buchach
важливий	important
страхування	insurance
фрагмент	fragment
фрагмент	snippet
кін	keen
кін	quin
кін	keane
трапляються	happen
трапляються	heats
інтерфейс	interface
ядерної	nuclear
пані	milady
пані	madam
пані	ladies
пані	lady
пані	mrs
літопис	chronicle
важкі	deutschland
функціонує	malfunctioning
перейменувати	rename
білоруський	belorussian
білоруський	belarusian
човни	boats
султан	sultana
султан	sultan
промислові	industrial
акула	shark
акула	taillight
елізабет	elizabeth
грали	played
грецький	greek
корони	crown
