que	dass
álcool	alkohol
prince	prince
sobreviventes	überlebende
panamá	panama
ótimo	großartig
ótimo	toll
tipicamente	gewöhnlich
lópez	lópez
tailândia	thailand
sergio	sergio
aguiar	aguiar
praias	strände
literalmente	buchstäblich
non	non
rangel	rangel
esfera	sphäre
esfera	kugel
vivia	lebte
cabeças	köpfe
jornalistas	journalisten
justin	justin
flash	flash
after	after
florença	florenz
precisão	genauigkeit
michigan	michigan
nigéria	nigeria
danny	danny
mora	wohnt
gen	gen
aplicar	anwenden
algoritmo	algorithmus
josh	josh
legião	legion
rey	rey
mortal	tödliche
escuro	dunkel
coreano	koreanisch
afeganistão	afghanistan
sociedades	gesellschaften
integra	integriert
assassino	mörder
entretenimento	unterhaltung
senhores	herren
garcía	garcía
twitter	twitter
evangelho	evangelium
eliminatórias	probetraining
lincoln	lincoln
costumes	sitten
obviamente	offensichtlich
gay	homosexuell
operador	betreiber
bits	bits
marshall	marshall
reinos	königreiche
brigada	brigade
under	under
turco	türkisch
sobrenome	nachname
derivado	abgeleiteten
meninas	mädchen
caracteriza	kennzeichnet
rosaceae	rosaceae
peito	brust
into	into
kansas	kansas
formalmente	formal
matthew	matthew
sicília	sizilien
barbara	barbara
gov	gov
rebelião	rebellion
abu	abu
gráficos	grafiken
arroz	reis
she	she
stuttgart	stuttgart
sentir	fühlen
restaurante	restaurant
planetas	planeten
iron	iron
suspensão	aussetzung
montagem	montage
félix	felix
emergência	notfall
hélio	helium
summer	summer
montenegro	montenegro
sombra	schatten
woman	woman
botão	knopf
matos	matos
baker	baker
escolheu	wählte
vda	vda
beta	beta
permitido	zulässig
anastácio	anastasios
informática	informatik
dinâmica	dynamik
sentimento	gefühl
contagem	zählen
compositora	komponistin
violino	geige
patriarca	patriarch
ambientes	umgebungen
cristal	kristall
granada	granada
cristóvão	christoph
grant	grant
autora	autorin
autora	verfasserin
genebra	genf
sementes	saatgut
sementes	samen
guanabara	guanabara
parker	parker
repertório	repertoire
avisos	warnungen
certificado	zertifikat
shakespeare	shakespeare
parecia	schien
poderosa	mächtig
poderosa	mächtige
bobby	bobby
cantou	sang
perguntas	fragen
fighter	fighter
vereadores	stadträte
has	has
diagnóstico	diagnose
estável	stabil
curva	kurve
feridos	verletzte
edgar	edgar
baltimore	baltimore
descobertas	entdeckungen
ronaldo	ronaldo
seco	trocken
seco	getrocknet
parques	parks
harmonia	harmonie
substituiu	ersetzte
aposentado	pensionierter
versos	verse
taxas	gebühren
dedicar	widmen
externo	extern
alimentar	ernähren
outono	herbst
hamburgo	hamburg
oração	gebet
componente	komponente
irrelevante	irrelevant
divina	göttliche
cronologia	chronik
mma	mma
reputação	ruf
férias	urlaub
júpiter	jupiter
projetado	entworfen
vascular	vaskuläre
isótopo	isotop
paquistão	pakistan
joel	joel
suicídio	selbstmord
adaptado	angepasst
ibn	ibn
jennifer	jennifer
finanças	finanzen
close	close
sergipe	sergipe
pioneiro	pionier
want	want
bottom	bottom
tennessee	tennessee
baden	baden
complexidade	komplexität
sean	sean
voos	flüge
turistas	touristen
plataformas	plattformen
brothers	brothers
condessa	gräfin
mercados	märkte
cat	cat
tia	tante
houston	houston
dennis	dennis
frases	sätze
foguete	rakete
coordenadas	koordinaten
formaram	bildeten
stuart	stuart
kate	kate
corre	läuft
nápoles	neapel
decidido	entschieden
cantão	kanton
pessoalmente	persönlich
francesco	francesco
barroco	barock
declarado	deklariert
uss	uss
itunes	itunes
manda	schick
rivalidade	rivalität
cinemas	kinos
húngaro	ungarisch
gravidade	schwerkraft
pobreza	armut
philip	philip
oitava	achte
anúncio	werbeanzeige
reconstrução	wiederaufbau
tocantins	tocantins
aproximação	annäherung
robô	roboter
aceito	akzeptiere
pink	pink
head	head
harvard	harvard
cheio	voll
ann	ann
orquídea	orchidee
trindade	dreifaltigkeit
probabilidade	wahrscheinlichkeit
volante	lenkrad
engenheiros	ingenieure
évora	évora
bloquear	blockieren
biodiversidade	biodiversität
contraste	kontrast
kiss	kiss
natação	schwimmen
desporto	sport
quantidades	mengen
minissérie	miniserie
polonês	polnisch
years	years
point	point
knight	knight
vendo	verkaufe
vinicius	vinicius
cooper	cooper
chase	chase
celeste	celeste
bryan	bryan
true	true
walker	walker
clínica	klinik
ossos	knochen
vincent	vincent
destruído	zerstört
mendonça	mendonça
seguiram	folgten
expressões	ausdrücke
gonzález	gonzález
protestos	proteste
greg	greg
queiroz	queiroz
legado	vermächtnis
revolucionário	revolutionär
entradas	einträge
ruim	schlecht
croácia	kroatien
variantes	varianten
amy	amy
destro	rechtshänder
modalidades	modalitäten
eficiente	effizient
hierarquia	hierarchie
demonstrar	demonstrieren
premiação	preisverleihung
abadia	abtei
walt	walt
encontraram	fanden
complexos	komplexe
caldas	caldas
spencer	spencer
terry	terry
crescer	wachsen
protocolo	protokoll
cristiano	cristiano
animado	aufgeregt
lema	motto
son	son
ângulo	winkel
beatles	beatles
murray	murray
gonzaga	gonzaga
tommy	tommy
metais	metalle
four	four
abandonado	aufgegeben
carey	carey
broadway	broadway
dick	dick
testemunhas	zeugen
determinação	bestimmung
nicolas	nicolas
fighting	fighting
minerais	mineralien
separado	getrennt
decoração	dekoration
secret	secret
herschel	herschel
diretora	direktorin
analisar	analysieren
moléculas	moleküle
previsão	prognose
julio	julio
acre	acre
melhoria	verbesserung
carmen	carmen
estimado	geschätzt
comendador	commendatore
hab	einw
resolve	löst
censura	zensur
assembléia	versammlung
movido	verschoben
jersey	jersey
hell	hell
chineses	chinesen
renascimento	wiedergeburt
colonos	siedler
campbell	campbell
cultivo	anbau
galo	hahn
reuniões	sitzungen
gerações	generationen
sabendo	wissend
capitais	hauptstädte
minnesota	minnesota
leme	ruder
formatos	formate
aceitação	akzeptanz
evans	evans
bandeiras	flaggen
pegar	abholen
túmulo	grab
leonor	eleonore
graham	graham
publicar	veröffentlichen
imigração	einwanderung
celso	celso
maurice	maurice
controvérsia	kontroverse
roman	roman
coloração	färbung
semelhança	ähnlichkeit
expressa	ausgedrückt
map	map
ava	ava
irlandês	irisch
saiba	erfahre
sonda	sonde
guatemala	guatemala
kent	kent
pleno	volle
ofensiva	offensive
mancha	fleck
quartel	kaserne
mamíferos	säugetiere
fracasso	scheitern
solos	böden
got	got
códigos	codes
thompson	thompson
cidadania	bürgerschaft
acompanhar	begleiten
citados	zitiert
distribuído	verteilt
wolf	wolf
variam	variieren
danilo	danilo
tópicos	themen
rotação	rotation
perfeitamente	tadellos
destruída	zerstört
ciclone	zyklon
magno	magnus
terrenos	grundstücke
our	our
mandatos	mandate
júri	jury
lançamentos	releases
roque	roque
giuseppe	giuseppe
palestina	palästina
taiwan	taiwan
sara	sara
aldeias	dörfer
choque	schock
restrições	einschränkungen
neil	neil
desfile	parade
noronha	noronha
cândido	cândido
pesos	gewichte
douro	douro
fischer	fischer
evil	evil
premiado	preisgekrönte
igualdade	gleichheit
rubens	rubens
visitar	besuchen
they	they
run	run
reno	rhein
oposto	gegenteil
edit	edit
primário	primären
valley	valley
traduções	übersetzungen
neo	neo
defensores	befürworter
heitor	hektor
parabéns	glückwunsch
gases	gase
mecanismos	mechanismen
eleitores	wähler
apartamento	wohnung
august	august
bizantinos	byzantiner
qualificação	qualifikation
luke	luke
deep	deep
robinson	robinson
pátio	hof
western	western
culpa	schuld
holmes	holmes
zool	zool
kurt	kurt
emancipação	emanzipation
mina	mine
pietro	pietro
circunstâncias	umstände
xxi	xxi
abastecimento	versorgung
derrotas	niederlagen
tanque	tank
tito	tito
museus	museen
ferido	verletzt
ferido	verwundet
dallas	dallas
plástico	kunststoff
malásia	malaysia
fort	fort
cargas	lasten
diretores	direktoren
diretores	regisseure
susan	susan
cerâmica	keramik
cinematografia	kinematographie
idéias	ideen
manifestação	demonstration
pianista	pianist
melbourne	melbourne
edwards	edwards
prof	prof
melhorias	verbesserungen
java	java
eficiência	effizienz
rebelde	rebell
proibido	verboten
grace	grace
arizona	arizona
charlotte	charlotte
mito	mythos
deseja	wünscht
uhf	uhf
avó	großmutter
usava	trug
consulta	konsultation
análises	analysen
call	call
dramática	dramatisch
filmado	gefilmt
segmentos	segmente
elias	elias
soberano	souverän
soberano	souveränen
which	which
judeu	jude
bruxelas	brüssel
alimento	nahrung
elétrons	elektronen
observatório	beobachtungsstelle
esboços	skizzen
regresso	rückkehr
cana	zuckerrohr
emma	emma
cinquenta	fünfzig
couto	couto
estética	ästhetik
centre	centre
augusta	augusta
multi	multi
massas	massen
marta	marta
botanical	botanical
compôs	komponierte
lorenzo	lorenzo
lúcia	lucia
gustav	gustav
horta	horta
utilizou	verwendete
madrugada	morgengrauen
amostra	stichprobe
cbs	cbs
medalhista	goldmedaillengewinner
correr	laufen
georges	georges
empregado	angestellter
keith	keith
funk	funk
ronald	ronald
estabilidade	stabilität
guitar	guitar
escultor	bildhauer
horizontal	horizontale
magic	magic
sensação	gefühl
sensação	empfindung
samurai	samurai
ron	ron
espectro	spektrum
catalunha	katalonien
puro	rein
lloyd	lloyd
currículo	lebenslauf
warren	warren
between	between
cuidados	pflege
barras	stäbe
dispõe	verfügt
slam	slam
núcleos	kerne
arsenal	arsenal
antigamente	früher
turcos	türken
farol	leuchtturm
conselhos	ratschläge
bombas	pumpen
equipas	teams
debates	debatten
acusação	anklage
misericórdia	gnade
misericórdia	barmherzigkeit
guiana	guyana
make	make
esquadrão	geschwader
registo	registrierung
piratas	piraten
kids	kids
corredor	flur
kingdom	kingdom
vizinho	nachbar
vestígios	spuren
sandra	sandra
clipes	clips
tanques	panzer
ideologia	ideologie
arnold	arnold
urss	udssr
reconhecer	erkennen
imposto	steuer
prazer	vergnügen
rené	rené
intelectuais	intellektuellen
caridade	nächstenliebe
carvão	kohle
presa	beute
noites	nächte
departamentos	departements
amaro	amaro
barcos	boote
arredores	umgebung
malta	malta
raymond	raymond
dublagem	überspielen
hunter	hunter
forest	forest
episcopal	episcopal
premier	premier
justo	fair
anéis	ringe
humberto	humberto
átomos	atome
vanessa	vanessa
comunistas	kommunisten
joan	joan
absurdo	absurd
frankfurt	frankfurt
lara	lara
inovação	innovation
nbc	nbc
montana	montana
felicidade	glück
performances	aufführungen
triunfo	triumph
telescópio	teleskop
norman	norman
caverna	höhle
promessa	versprechen
liverpool	liverpool
alternativas	alternativen
dourado	goldenen
bebê	baby
harold	harold
comparado	verglichen
portos	häfen
minuto	minute
edge	edge
noiva	braut
emi	emi
spin	spin
proximidade	nähe
inserir	einfügen
car	car
wii	wii
its	its
percepção	wahrnehmung
loire	loire
nov	nov
frequentes	häufig
cinza	grau
corrêa	corrêa
phoenix	phoenix
muralha	mauer
mercedes	mercedes
sargento	sergeant
rachel	rachel
renovação	erneuerung
manchete	schlagzeile
fragmentos	fragmente
exclusivo	exklusiv
geometria	geometrie
telecomunicações	telekommunikation
eficaz	wirkungsvoll
sweet	sweet
hopkins	hopkins
prestígio	prestige
governadores	gouverneure
coletivo	kollektiv
centímetros	zentimeter
leipzig	leipzig
say	say
fenômenos	phänomene
líbia	libyen
issn	issn
confrontos	auseinandersetzungen
criaturas	geschöpfe
euro	euro
colapso	zusammenbruch
parágrafo	absatz
marx	marx
matheus	matheus
pátria	vaterland
tigre	tiger
pescoço	hals
competir	konkurrieren
operar	operieren
semestre	halbjahr
temática	thematische
derivados	derivate
oficina	werkstatt
estêvão	stephan
dinamarquês	dänisch
invenção	erfindung
almas	seelen
timor	timor
hebraico	hebräisch
jurisdição	gerichtsbarkeit
adolfo	adolfo
bactérias	bakterium
progressivo	progressiv
requer	erfordert
alfa	alfa
tentaram	versuchten
reeleito	wiedergewählt
verso	rückseite
harrison	harrison
were	were
potências	mächte
toque	note
toque	tippe
subiu	stieg
turner	turner
cds	cds
mountain	mountain
bombeiros	feuerwehren
observado	beobachtet
pertencem	gehören
pecuária	viehzucht
hills	hills
absoluto	absolute
money	money
crenças	überzeugungen
viseu	viseu
moreno	moreno
compreender	verstehen
lobos	wölfe
denis	denis
airlines	airlines
sobrevivência	überleben
acidentes	unfälle
silvio	silvio
continha	enthielt
paço	paço
parentes	verwandte
verificabilidade	überprüfbarkeit
butterflies	butterflies
aparecida	aparecida
bush	bush
sociologia	soziologie
gótico	gothic
quadrado	quadrat
rodríguez	rodríguez
renânia	rheinland
sin	sin
coragem	mut
medeiros	medeiros
vantagens	vorteile
participado	teilgenommen
eyes	eyes
ilegal	illegal
vítor	vítor
sugeriu	vorgeschlagen
intenso	intensiv
ferrari	ferrari
peixoto	peixoto
gerando	generierung
espelho	spiegel
maracanã	maracanã
expandir	erweitern
fritz	fritz
area	area
allan	allan
boeing	boeing
opa	hoppla
bourbon	bourbon
hardy	hardy
angelo	angelo
sudão	sudan
verbo	verb
móvel	beweglich
abraço	umarmung
vestido	kleid
barragem	damm
informar	informieren
jefferson	jefferson
identificado	identifiziert
bastos	bastos
delegação	delegation
michelle	michelle
simmons	simmons
jstor	jstor
precipitação	niederschlag
khan	khan
produzindo	produzieren
corda	seil
coligação	koalition
ritual	ritual
luna	luna
procurou	suchte
teto	decke
cozinha	küche
mariano	mariano
delgada	delgada
gaspar	gaspar
comer	essen
mísseis	raketen
dívida	schulden
field	field
raças	rassen
albânia	albanien
second	second
quebec	quebec
luigi	luigi
navarra	navarra
amar	lieben
tricolor	tricolor
infecção	infektion
aparelhos	geräte
ideais	ideale
vizinha	nachbarin
águia	adler
antioquia	antiochia
than	than
move	bewegt
soberania	souveränität
biografias	biografien
oklahoma	oklahoma
main	main
naturalidade	natürlichkeit
kentucky	kentucky
negativo	negativ
protestantes	protestanten
inês	agnes
bonita	hübsch
úteis	nützliche
navegador	browser
vaz	vaz
petersburgo	petersburg
remo	remo
iowa	iowa
silver	silver
heaven	heaven
ralph	ralph
responde	antworte
georg	georg
fixo	festen
penas	federn
gardens	gardens
info	info
faro	faro
chipre	zypern
falcão	falken
capturar	erfassen
santarém	santarém
inseto	insekt
expectativa	vorfreude
sultão	sultan
financiamento	finanzierung
protesto	protest
feat	feat
pecado	sünde
craig	craig
fugiu	geflohen
drive	drive
burocratas	bürokraten
wellington	wellington
geográfico	geografischen
full	full
roberts	roberts
pato	ente
concreto	konkreten
ama	liebt
protegido	geschützt
prefixo	präfix
institucional	institutionellen
lendas	legenden
emmy	emmy
prato	teller
reportagem	reportage
difusão	verbreitung
pas	pas
psd	psd
tributo	tribut
medicamentos	arzneimittel
fraco	schwach
dezesseis	sechzehn
bull	bull
salário	gehalt
rodolfo	rodolfo
wallace	wallace
cole	cole
comandos	befehle
recomendação	empfehlung
conspiração	verschwörung
antero	antero
justificar	rechtfertigen
carol	carol
gilbert	gilbert
jake	jake
concorrentes	wettbewerber
bibliotecas	bibliotheken
aníbal	aníbal
detalhe	detail
triste	traurig
doente	krank
aveiro	aveiro
happy	happy
radar	radar
representações	vertretungen
saboia	savoyen
pacto	pakt
escândalo	skandal
rivais	rivalen
lyon	lyon
jessica	jessica
absolutamente	absolut
pacheco	pacheco
tragédia	tragödie
tyler	tyler
brandão	brandão
suspeita	verdacht
diabo	teufel
golpes	schläge
vela	segeln
müller	müller
alexandra	alexandra
hal	hal
feiras	messen
alessandro	alessandro
equações	gleichungen
myspace	myspace
bruto	brutto
lorde	lord
fernández	fernández
linguística	sprachlichen
wikis	wikis
johns	johns
tiros	schüsse
etiópia	äthiopien
dependência	abhängigkeit
compor	komponieren
figueira	garmisch
public	public
adelaide	adelaide
resolvido	gelöst
lane	lane
teodoro	theodor
guarnição	garnison
markku	markku
roland	roland
especializado	spezialisiert
dano	schaden
hesse	hessen
console	konsole
barreira	barriere
protestante	protestantischen
mineral	mineral
concedeu	bewilligte
mind	mind
líbano	libanon
pete	pete
algarve	algarve
sólido	solide
magnético	magnetische
gigantes	riesen
ameaças	bedrohungen
mercadorias	waren
comemoração	feier
precisava	brauchte
índices	indizes
prevenção	prävention
melodia	melodie
junius	junius
pesquisador	forscher
manuscrito	manuskript
boi	bull
württemberg	württemberg
masters	masters
separar	trennen
incapaz	unfähig
interessados	interessiert
deficiência	behinderung
kew	kew
work	work
collins	collins
hospitais	krankenhäuser
tomado	genommen
maomé	mohammed
surgem	entstehen
removido	entfernt
painel	panel
armadura	rüstung
adquirido	erworben
recomendações	empfehlungen
garantia	garantie
greatest	greatest
luxo	luxus
phillips	phillips
boxe	boxen
esculturas	skulpturen
born	born
savela	savela
aurora	aurora
mitchell	mitchell
poço	brunnen
made	made
subdivisões	unterteilungen
claudio	claudio
haveria	gäbe
patrocínio	sponsoring
saxônia	sachsen
setúbal	setúbal
detroit	detroit
hardware	hardware
ouvido	gehört
perdas	verluste
lesões	verletzungen
nervoso	nervös
han	han
soviéticos	sowjets
febre	fieber
adoção	annahme
ltd	ltd
hudson	hudson
maratona	marathon
elvis	elvis
cobra	schlange
monges	mönche
andamento	gange
socialismo	sozialismus
june	june
ice	ice
honorário	ehrenhalber
cine	cine
fotógrafo	fotograf
ruth	ruth
jesse	jesse
romântico	romantisch
gramática	grammatik
tendem	neigen
acer	acer
yes	yes
riscos	risiken
trocar	tauschen
nilo	nil
atribuição	zuteilung
atribuição	namensnennung
ted	ted
hart	hart
mensal	monatlich
virada	wende
favorito	lieblings
veloso	veloso
martín	martín
circo	zirkus
selecionado	ausgewählt
wall	wall
irene	irene
bebidas	getränke
caçador	jäger
monge	mönch
naruto	naruto
atacado	angegriffen
trigo	weizen
vocals	vocals
murphy	murphy
ante	ante
cenários	szenarien
pacote	paket
silêncio	schweigen
nicholas	nicholas
kenneth	kenneth
buraco	loch
nono	neunten
principado	fürstentum
helen	helen
sentiu	spürte
madame	madame
ernest	ernest
voltas	runden
cap	cap
funcional	funktionale
amadores	amateure
jogado	gespielt
pérez	pérez
next	next
conferir	verleihen
montevidéu	montevideo
bico	schnabel
agências	agenturen
margaret	margaret
adolf	adolf
jam	jam
seattle	seattle
aaron	aaron
cruzada	kreuzzug
preparado	vorbereitet
bass	bass
receitas	rezepte
receitas	einnahmen
devil	devil
pioneiros	pioniere
moisés	moses
formações	formationen
atlantic	atlantic
exportação	export
exportação	ausfuhr
simpson	simpson
forever	forever
cratera	krater
hábito	gewohnheit
duff	duff
detetive	detektiv
lagoas	teiche
frederick	frederick
milan	milan
cumprimento	einhaltung
sacramento	sacramento
avançado	erweitert
póvoa	póvoa
interpretações	interpretationen
rotas	routen
inéditas	unveröffentlichte
joinville	joinville
resende	resende
islândia	island
perna	bein
haiti	haiti
mágica	magische
macmillan	macmillan
oitavas	oktaven
queriam	wollten
obs	obs
seul	seoul
repressão	repression
repressão	unterdrückung
trek	trek
folk	folk
einstein	einstein
stade	stade
pimenta	pfeffer
quarteto	quartett
adicionado	hinzugefügt
comandou	befehligte
discovery	discovery
alpha	alpha
chelsea	chelsea
ofício	fertigkeit
irregular	unregelmäßig
uniformes	uniformen
fábricas	fabriken
norueguês	norwegisch
teen	jugendlich
compacto	kompakt
hermann	hermann
sérvio	thailändische
dilma	dilma
lacerda	lacerda
possuíam	besaßen
aquitânia	aquitanien
porquê	warum
claudia	claudia
tendências	tendenzen
bang	bang
relativo	relativ
relativo	relative
julie	julie
pilares	säulen
office	office
designer	designer
chuck	chuck
devidamente	ordnungsgemäß
investigar	untersuchen
senadores	senatoren
voar	fliegen
doação	spende
dieta	diät
mercury	mercury
ninja	ninja
gabriela	gabriela
match	match
logística	logistik
bósnia	bosnien
atrair	anzuziehen
diplomata	diplomat
depósitos	einlagen
ataca	greift
juventus	juventus
túnel	tunnel
salomão	salomo
mármore	marmor
mortais	tödlichen
lituânia	litauen
dezoito	achtzehn
fazendas	farmen
terço	drittel
child	child
advogados	rechtsanwälte
palatinado	pfalz
simone	simone
elena	elena
competência	zuständigkeit
competência	kompetenz
talentos	talente
júlia	julia
traduzir	übersetzen
grey	grey
igor	igor
agrostis	agrostis
noel	noel
bizantina	byzantinische
cúpula	kuppel
cruzamento	kreuzung
camilo	camilo
sorocaba	pratteln
sono	schlaf
spears	spears
hughes	hughes
sts	sts
algodão	baumwolle
narrador	erzähler
aprovou	billigte
alabama	alabama
lucro	gewinn
cama	bett
nona	neunte
beat	beat
criatura	kreatur
terapia	therapie
betty	betty
desafios	herausforderungen
sri	sri
abel	abel
provisório	vorläufigen
diesel	diesel
htm	htm
cameron	cameron
treinar	trainieren
determina	bestimmt
cartoon	cartoon
aurélio	aurelius
inscrições	aufdruck
most	most
filmografia	filmografie
alejandro	alejandro
cerveja	bier
bravo	bravo
orchid	orchid
italia	italia
pes	pes
aposentadoria	ruhestand
wisconsin	wisconsin
padroeiro	schutzpatron
guadalajara	guadalajara
ref	ref
campina	campina
cleveland	cleveland
inventor	erfinder
manifesto	manifest
lapa	lapa
originou	entstand
manuscritos	manuskripte
manuscritos	handschriftlich
republic	republic
aquecimento	heizung
friends	friends
severi	severi
demônio	dämon
traição	verrat
fictício	fiktiven
combinado	kombiniert
holstein	holstein
nomeados	nominiert
diploma	diplom
livraria	buchhandlung
projeção	projektion
meridiano	meridian
catherine	catherine
excelência	exzellenz
gazeta	gazette
derivada	ableitung
ódio	hass
paramount	paramount
deslocamento	verschiebung
léo	léo
turim	turin
nancy	nancy
incrível	unglaublich
porcentagem	prozentsatz
aquático	aquatische
almada	almada
chocolate	schokolade
edson	edson
ródano	rhône
acompanhou	begleitete
balada	ballade
too	too
falada	gesprochene
terminais	terminals
schmidt	schmidt
minho	minho
fechar	schließen
sindicato	gewerkschaft
jurista	jurist
apollo	apollo
morris	morris
beautiful	beautiful
lunar	lunar
rito	ritus
oferecido	angeboten
another	another
urso	bär
chá	tee
reynolds	reynolds
curiosidade	neugier
piscina	pool
andreas	andreas
chapéu	hut
moto	motorrad
procurador	staatsanwalt
pega	nimm
flauta	flöte
circuitos	schaltungen
esqui	skifahren
punição	strafe
nomenclatura	nomenklatur
trilogia	trilogie
jenkins	jenkins
gibson	gibson
enrique	enrique
bater	schlagen
caos	chaos
lins	lins
influente	einflussreichen
colo	schoß
partindo	ausgehend
extração	extraktion
varsóvia	warschau
through	through
galvão	galvão
lance	lance
script	skript
cairo	kairo
antoine	antoine
estágios	praktika
various	various
proteína	protein
swift	swift
leslie	leslie
nuvens	wolken
distâncias	entfernungen
correção	korrektur
processador	prozessor
semanal	wöchentliche
semanal	wöchentlich
ávila	ávila
petrópolis	petrópolis
bach	bach
economista	ökonom
sega	sega
cola	cola
proibição	verbot
sobreviveu	überlebte
emily	emily
coordenador	koordinator
timber	timber
without	without
obrigatório	obligatorisch
preservar	bewahren
preservar	konservieren
cook	cook
henriques	henriques
entregar	abzugeben
equipado	ausgestattet
sódio	natrium
caixas	kisten
contínuo	kontinuierlichen
early	early
early	frühe
permaneceram	blieben
explicou	erklärte
impulso	impuls
randy	randy
bebida	getränk
máscara	maske
dublin	dublin
unir	vereinen
protagonistas	protagonisten
mineração	bergbau
random	random
ten	ten
shadow	shadow
fatal	tödlich
marcel	marcel
phylogenetics	phylogenetics
agr	agr
vilões	bösewichte
obrigada	danke
essência	wesen
maryland	maryland
lealdade	loyalität
exemplar	exemplar
concorrência	wettbewerb
lava	lava
exclusão	ausschluss
leiria	leiria
hardcore	hardcore
five	five
armado	bewaffnet
valle	valle
alba	alba
feijão	bohnen
eletricidade	strom
mason	mason
alonso	alonso
ira	ira
obrigação	pflicht
obrigação	verpflichtung
reconheceu	erkannte
contratos	verträge
future	future
vira	dreh
kane	kane
destaques	highlights
express	express
rosas	rosen
polar	polar
fenton	fenton
bateu	schlug
convencer	überzeugen
budismo	buddhismus
antropologia	anthropologie
nicole	nicole
arnaldo	arnaldo
kiev	kiew
vancouver	vancouver
meneses	meneses
plural	plural
powell	powell
teólogo	theologe
painéis	panels
bueno	bueno
estuda	studiert
miles	miles
cresce	wächst
correspondência	korrespondenz
istambul	istanbul
orientado	orientiert
need	need
filadélfia	philadelphia
sessenta	sechzig
folclore	folklore
conus	conus
francisca	franziska
antunes	antunes
patricia	patricia
colombo	colombo
tracy	tracy
rituais	rituale
manhattan	manhattan
chan	chan
louise	louise
estátuas	statuen
amanda	amanda
guardas	wachen
beijo	kuss
tubo	rohr
finlandês	finnisch
vulcão	vulkan
álvares	álvares
hemisfério	hemisphäre
dramaturgo	dramatiker
consideravelmente	beträchtlich
gravidez	schwangerschaft
bayer	bayer
boletim	bulletin
philippe	philippe
beisebol	baseball
pastoral	pastoralen
neutro	neutral
promove	fördert
maceió	maceió
acústica	akustik
nathan	nathan
paiva	paiva
stand	stand
sinfonia	symphonie
paolo	paolo
uberlândia	uberlândia
christina	christina
barroso	barroso
radicais	radikale
estimativa	schätzung
intenções	absichten
bowl	bowl
generais	generäle
dog	dog
restaurar	wiederherstellen
marfim	elfenbein
palmas	palmas
protótipo	prototyp
continentes	kontinente
carregar	laden
anton	anton
rain	rain
acompanha	begleitet
qualidades	qualitäten
ultra	ultra
ghost	ghost
superar	überwinden
jin	jin
severo	streng
rondônia	rondônia
lento	langsam
missionários	missionare
adriana	adriana
alumínio	aluminium
alentejo	alentejo
quebrar	brechen
ligas	legierungen
karen	karen
rex	rex
pontas	spitzen
inspirou	inspirierte
governantes	herrscher
soyuz	sojus
mundos	welten
havaí	hawaii
been	been
hope	hope
gota	gicht
ilustrações	illustrationen
fibras	fasern
duelo	duell
demissão	rücktritt
nativo	native
sintra	sintra
coleções	sammlungen
pontifícia	päpstliche
goa	goa
nina	nina
lang	lang
blanco	blanco
daily	daily
escravidão	sklaverei
madison	madison
mutantes	mutanten
azerbaijão	aserbaidschan
clero	klerus
orgulho	stolz
houten	houten
consegui	geschafft
operado	operiert
chagas	chagas
membrana	membran
quadra	quadra
zeus	zeus
todd	todd
poluição	verschmutzung
nazaré	nazareth
citações	zitate
nassau	nassau
ditador	diktator
romero	romero
nacionalista	nationalistischen
camp	camp
cadeiras	stühle
juliana	juliana
rogers	rogers
cuiabá	balsthal
olga	olga
marrom	braun
isolamento	isolierung
amostras	proben
harvey	harvey
passeio	fahrt
búlgaro	bulgarisch
emerson	emerson
palestra	vortrag
velocidades	geschwindigkeiten
third	third
panorama	panorama
omar	omar
cry	cry
deportivo	deportivo
olha	schau
pago	bezahlt
queijo	käse
rpg	rpg
colin	colin
gaga	gaga
chanceler	kanzler
lucy	lucy
ain	ain
ídolo	idol
migração	migration
bate	schlägt
levantar	aufstehen
grade	grade
bit	bit
validade	gültigkeit
retratos	abbildungen
pat	pat
glenn	glenn
acústico	akustische
envolver	einzubeziehen
simões	simões
destinos	reiseziele
pânico	panik
paciência	geduld
brad	brad
intercontinental	intercontinental
consumidores	verbraucher
depósito	anzahlung
depósito	einzahlung
electric	electric
claire	claire
supervisão	aufsicht
enfrenta	gesichter
prisioneiro	gefangener
juliano	julien
copacabana	copacabana
oregon	oregon
certificação	zertifizierung
tubarão	hai
macaco	affe
escritórios	büros
sabedoria	weisheit
adotar	adoptieren
cribb	cribb
paulinho	paulinho
heroes	heroes
funeral	beerdigung
medina	medina
desapareceu	verschwunden
obama	obama
midi	midi
weekly	weekly
honda	honda
drake	drake
bartolomeu	bartholomäus
batizado	getauft
renault	renault
canhão	kanone
utah	utah
rca	rca
ptb	ptb
mayer	mayer
hábitos	gewohnheiten
lembro	erinnere
brilho	helligkeit
experiente	erfahrene
crazy	crazy
living	living
heavyweight	heavyweight
temporal	zeitliche
auxiliares	hilfskräfte
sidney	sidney
beto	beto
arqueologia	archäologie
martínez	martínez
jeremy	jeremy
botanic	botanic
