von	de
quer	transversal
hamm	hamm
auschwitz	auschwitz
zeitgenössische	contemporânea
detroit	detroit
emma	emma
krankheiten	doenças
bukarest	bucareste
mans	mans
maine	maine
entlassung	despedimento
kongo	congo
stämme	tribos
grob	grosseiramente
dialekt	dialecto
philologie	filologia
hofmann	hofmann
grimm	grimm
merkmal	característica
engineering	engenharia
browser	navegador
konsul	cônsul
draft	draft
eintracht	concórdia
götter	deuses
vfb	vfb
lass	deixa
harz	resina
beitragen	contribuir
lars	lars
kopiert	copiado
schiedsrichter	árbitro
dünn	magro
bestimmungen	disposições
mauern	muros
berechnet	calculado
verlieren	perder
gefangenschaft	cativeiro
henning	henning
comics	quadrinhos
umfassenden	abrangente
sainte	sainte
moon	moon
teufel	diabo
notre	notre
rugby	rugby
verarbeitet	processa
verarbeitet	processados
riga	riga
kameramann	cinegrafista
madonna	madonna
roberto	roberto
bedeutend	significando
vorfahren	antepassados
ressourcen	recursos
laura	laura
zeichnen	desenhar
bürgerschaft	cidadania
vorträge	palestras
marianne	marianne
mathias	mathias
mont	mont
belgrad	belgrado
maryland	maryland
abhängigkeit	dependência
ankunft	chegada
mörder	assassino
sofia	sofia
abu	abu
glasgow	glasgow
heller	heller
emanuel	emanuel
kohle	carvão
graham	graham
caroline	caroline
marokko	marrocos
nordischen	nórdico
wrestling	wrestling
ryan	ryan
demo	demo
renault	renault
turner	turner
einnahmen	receitas
dorothea	doroteia
kreuzung	cruzamento
kritisierte	criticou
gilbert	gilbert
verschwunden	desapareceu
ausgang	saída
estland	estónia
startet	lança
clara	clara
nad	nad
sierra	serra
forest	forest
meißen	meißen
trennen	separar
sogn	sogn
stralsund	stralsund
spezialisiert	especializado
spezialisiert	especializada
kennedy	kennedy
karin	karin
händler	revendedor
mönchengladbach	mönchengladbach
durchschnitt	média
singen	cantar
camp	camp
minden	minden
campbell	campbell
mind	mind
beine	pernas
techniken	técnicas
asteroiden	asteróides
franco	franco
überprüfung	revisão
böden	solos
option	opção
stade	stade
lukas	lucas
morgan	morgan
ständigen	permanente
porsche	porsche
flecken	manchas
äußerte	exprimiu
äußerte	expressou
japanisch	japonês
sat	sat
fliehen	fugir
stoffe	substâncias
château	château
fraglich	questionável
steven	steven
parker	parker
empfangen	recebido
diff	diff
pflicht	obrigação
talent	talento
fire	fire
türkisch	turco
passagiere	passageiros
wusste	sabia
theologische	teológica
hanns	hanns
thompson	thompson
konstantinopel	constantinopla
henriette	henriette
four	four
robinson	robinson
decken	cobertores
hop	hop
wünsche	desejos
dennis	dennis
nachbarn	vizinhos
ernährung	nutrição
bologna	bolonha
vergleichen	comparar
björn	björn
gestrichen	suprimido
kolumbien	colômbia
download	download
dublin	dublin
gabriele	gabriele
planck	planck
springen	saltar
aktivität	atividade
luigi	luigi
gedruckt	impresso
abteilungen	divisões
störungen	perturbações
ken	ken
halbe	meia
louisiana	louisiana
nachweisbar	indetectável
taiwan	taiwan
vorzeitig	prematuramente
aufzeichnungen	registos
aufzeichnungen	registros
amazon	amazon
teilgenommen	participado
shakespeare	shakespeare
löscht	apaga
labor	laboratório
gleichnamige	homónima
samstag	sábado
lehmann	lehmann
med	med
student	estudante
schwäbisch	schwäbisch
berühmt	famoso
garden	garden
geehrt	honrado
jonas	jonas
held	herói
wüste	deserto
adolph	adolph
mhz	mhz
uci	uci
carter	carter
princeton	princeton
latein	latim
fortgesetzt	continuado
atlanta	atlanta
hip	hip
antwerpen	antuérpia
kaiserslautern	kaiserslautern
bks	bks
invasion	invasão
muhammad	muhammad
northern	northern
julian	julian
nil	nilo
alternativen	alternativas
sant	sant
altenburg	altemburgo
abc	abc
herrscht	reina
schaffung	criação
kiew	kiev
hard	hard
uraufgeführt	estreada
faust	punho
vita	vita
unverändert	inalterado
evans	evans
holding	holding
apple	apple
schwanz	cauda
fisch	peixe
thron	trono
rapper	rapper
ozean	oceano
konservatorium	conservatório
redundanz	redundância
senior	senior
more	more
cooper	cooper
rechner	calculadora
ulmer	ulmer
schubert	schubert
brigitte	brigitte
barry	barry
other	other
patent	patente
knochen	ossos
ack	ack
veb	veb
posen	poses
wenzel	wenzel
pionier	pioneiro
type	type
metz	metz
harold	harold
brothers	brothers
tests	testes
lebenslauf	currículo
alkohol	álcool
gene	gene
trasse	traçado
silva	silva
bemerkenswert	notável
menschheit	humanidade
produzieren	produzindo
produzieren	produzir
ehre	honra
toll	ótimo
vorwort	prefácio
tropischen	tropical
miami	miami
shanghai	xangai
vertretung	representação
fauna	fauna
abriss	demolição
protokoll	protocolo
athleten	atletas
lahn	lahn
baker	baker
ethnischen	étnicos
copa	copa
udo	udo
vortrag	palestra
ausgehend	partindo
dienstleistungen	serviços
subsp	subsp
hansen	hansen
catherine	catherine
standorte	localizações
aufteilung	repartição
erwachsene	adultos
philosophen	filósofos
dicke	espessura
note	toque
han	han
vielfalt	diversidade
wettbewerbe	competições
rowohlt	rowohlt
heiraten	casar
murray	murray
archäologe	arqueólogo
austin	austin
zelle	célula
wälder	florestas
schließung	encerramento
ausgelöst	acionado
indian	indian
maßnahme	medida
echo	echo
kunsthalle	kunsthalle
grundlegende	básico
rüdiger	rüdiger
konzentration	concentração
interviews	entrevistas
ansprüche	reivindicações
kabel	cabo
have	have
keramik	cerâmica
bismarck	bismarck
monika	monika
flensburg	flensburg
pakistan	paquistão
grant	grant
löwe	leão
gerechtfertigt	justificado
gerechtfertigt	justificada
pädagogik	pedagogia
melodie	melodia
beratung	consultoria
boeing	boeing
beschäftigung	emprego
mängel	deficiências
challenge	challenge
salvador	salvador
saarland	sarre
dakota	dakota
rache	vingança
dutzend	dúzia
egon	egon
utrecht	utrecht
kategorisierung	categorização
tiger	tigre
päpstlichen	papais
finanziell	financeiramente
verließen	sairam
lichtenberg	lichtenberg
wang	wang
liverpool	liverpool
identifiziert	identificado
roll	roll
broadway	broadway
jason	jason
alaska	alasca
soul	soul
barocke	barroca
matthew	matthew
plant	plant
helene	helene
angela	angela
syn	syn
ruprecht	ruprecht
religionen	religiões
romanische	românica
freigegeben	liberado
head	head
leonard	leonard
disney	disney
helm	capacete
ruinen	ruínas
offenbach	offenbach
sky	sky
köhler	köhler
vision	visão
jorge	jorge
kilogramm	quilograma
messung	medição
bassist	baixista
schwert	espada
elsass	alsácia
schlagen	bater
phoenix	phoenix
italia	italia
nature	nature
eisenach	eisenach
gewerkschaft	sindicato
touristen	turistas
oregon	oregon
christina	christina
normen	normas
agentur	agência
age	age
blüte	floração
punk	punk
dell	dell
digitalen	digital
joan	joan
bremerhaven	bremerhaven
tabellen	tabelas
wahlperiode	legislatura
einladung	convite
slowenien	eslovénia
disziplinen	disciplinas
alltag	cotidiano
jerry	jerry
türken	turcos
hawaii	havaí
jules	jules
mine	mina
überleben	sobrevivência
gelassen	deixado
école	école
anpassung	adaptação
flach	plana
entwickler	desenvolvedor
schwedisch	sueco
kostenlos	livre
under	under
tausende	milhares
anwesenheit	presença
freude	alegria
prototyp	protótipo
rotterdam	roterdão
effekte	efeitos
gletscher	glaciares
versenkt	afundado
offs	offs
erzähler	narrador
operationen	operações
haute	haute
homburg	homburg
montana	montana
wayne	wayne
dessau	dessau
verwundet	ferido
klöster	mosteiros
anfänge	começos
kaiserin	imperatriz
meier	meier
morris	morris
gertrud	gertrud
größen	tamanhos
dnb	dnb
öffnung	abertura
petra	petra
lebensmittel	alimentos
objektiv	objetiva
geometrie	geometria
bosnien	bósnia
now	now
zerstörer	destruidor
wright	wright
wohnsitz	residência
independent	independent
alpha	alpha
studiert	estuda
berkeley	berkeley
illustrationen	ilustrações
richtungen	direcções
burschenschaft	burschenschaft
schnee	neve
gerald	gerald
angel	angel
hartmut	hartmut
funk	funk
herrmann	herrmann
troll	troll
mythos	mito
schumacher	schumacher
sin	sin
begangen	cometido
ansätze	abordagens
designer	designer
verstand	mente
fühlt	sente
türen	portas
valentin	valentin
brandt	brandt
oklahoma	oklahoma
ignoriert	ignorado
überwachung	monitorização
chinesisch	chinês
gerechtigkeit	justiça
folglich	conseqüentemente
bett	cama
vorarlberg	vorarlberg
verlangen	exigir
angemessen	adequado
dynamo	dínamo
drehen	rodar
angeben	especificar
venezuela	venezuela
astronom	astrónomo
nina	nina
ingrid	ingrid
krüger	krüger
umwandlung	conversão
rosenberg	rosenberg
chaos	caos
zoo	zoo
bezahlt	pago
cornelius	cornelius
bobby	bobby
interne	interna
imo	omi
gem	gem
weihnachten	natal
laien	leigo
dekan	decano
häftlinge	detidos
russen	russos
basilika	basílica
zyklus	ciclo
konzepte	conceitos
ndr	ndr
heiliger	santo
tendenz	tendência
garcía	garcía
beibehalten	manter
orleans	orleans
orleans	orleães
anstieg	aumento
eddie	eddie
vorbereitet	preparado
landschaften	paisagens
years	years
baltimore	baltimore
kannte	conhecia
fotografen	fotógrafos
mund	boca
berthold	berthold
löst	resolve
xiv	xiv
reformen	reformas
sklaven	escravos
weinbau	viticultura
griechen	gregos
individuelle	individual
fair	justo
scheitern	fracasso
spitzen	pontas
mohammed	maomé
mohammed	mohammed
gattin	esposa
arkansas	arkansas
indonesien	indonésia
reagieren	reagir
bedingung	condição
paolo	paolo
tagebuch	diário
ethik	ética
britisch	britânico
entdecken	descobrir
gestapo	gestapo
lit	lit
marshall	marshall
handwerk	artesanato
most	most
houston	houston
adrian	adrian
reichlich	abundante
gefallenen	caídos
kaffee	café
agent	agente
zagreb	zagreb
verbesserungen	melhorias
schien	parecia
schien	pareceu
grey	grey
krakau	cracóvia
gesendet	enviado
zypern	chipre
jeff	jeff
geezer	geezer
zwang	coerção
germania	germânia
unterart	subespécie
komplexe	complexos
our	our
hut	chapéu
milch	leite
jon	jon
schmitt	schmitt
hills	hills
beeinflussen	afetar
beeinflussen	influenciar
bug	bug
meilen	milhas
wta	wta
freizeit	lazer
motorrad	moto
peer	peer
wellen	ondas
verbreiteten	espalharam
car	car
burgund	borgonha
partnerschaft	parceria
erfordert	requer
pauli	pauli
brot	pão
xiii	xiii
marseille	marselha
hugh	hugh
chen	chen
leon	leon
french	french
beethoven	beethoven
mönche	monges
krefeld	krefeld
tommy	tommy
ungarisch	húngaro
rgb	rgb
görlitz	görlitz
glatt	liso
erwerb	aquisição
stiegen	aumentaram
run	run
anime	anime
kairo	cairo
haltestelle	paragem
bittet	pede
olaf	olaf
bewusstsein	consciência
berufliche	profissional
avenue	avenida
let	let
small	small
schumann	schumann
remix	remix
lorenzo	lorenzo
renate	renate
masters	masters
tschechisch	checo
angebote	ofertas
zugewiesen	atribuído
reifen	pneus
wolfram	tungsténio
roberts	roberts
komitee	comitê
hirsch	veado
augsburger	augsburger
unterarten	subespécies
speicher	memória
nancy	nancy
hunter	hunter
get	get
krieger	guerreiro
umstände	circunstâncias
systematisch	sistemática
eichstätt	eichstätt
eastern	eastern
selbstverlag	selbstverlag
delta	delta
armin	armin
brockhaus	brockhaus
ivan	ivan
erwünscht	desejado
edwin	edwin
kent	kent
matthäus	mateus
bond	bond
aluminium	alumínio
dimension	dimensão
schönheit	beleza
sauerstoff	oxigénio
mitchell	mitchell
marion	marion
rasse	raça
ingolstadt	ingolstadt
zähne	dentes
cottbus	cottbus
freuen	alegrar
gültig	válido
sri	sri
systematische	sistemática
satelliten	satélite
umgehen	contornar
symbole	ícones
germanischen	germânica
theo	theo
medaillen	medalhas
abbruch	demolição
spannungen	tensões
bricht	quebra
sony	sony
verarbeitung	transformação
empfohlen	recomendado
bundesautobahn	bundesautobahn
five	five
frühling	primavera
raf	raf
akzeptieren	aceitar
gräber	túmulos
ansbach	ansbach
collins	collins
terry	terry
gleichung	equação
sockel	soquete
erlaubte	permitiu
mögen	gostar
schulze	schulze
traditionen	tradições
six	six
hunde	cães
krebs	câncer
fett	gordo
anzeigen	mostrar
alain	alain
wiederholen	repetir
historique	historique
astronomie	astronomia
decke	teto
achim	achim
wohnt	mora
schritte	passos
geschafft	consegui
michail	mikhail
linden	linden
globe	globe
ulrike	ulrike
nicholas	nicholas
jubiläum	jubileu
schnabel	bico
palästina	palestina
wilfried	wilfried
still	still
eingeleitet	iniciados
beobachter	observadores
bilanz	balanço
fürth	fürth
mtv	mtv
alias	alias
bestätigung	confirmação
mühlen	moinhos
libretto	libreto
wiederherstellen	restaurar
massaker	massacre
suffix	sufixo
rudolph	rudolph
umgangssprachlich	coloquialmente
woman	woman
matrix	matriz
ähnlichkeit	semelhança
verteidigte	defendeu
empfehlung	recomendação
bedrohung	ameaça
landung	aterragem
dallas	dallas
offensive	ofensiva
pole	pole
herman	herman
besiegt	derrotado
krause	krause
entwürfe	rascunhos
schwimmen	natação
early	early
abkürzungen	abreviaturas
protest	protesto
messina	messina
bsg	zpe
kugel	esfera
kosovo	kosovo
delegation	delegação
färbung	coloração
pest	peste
genehmigt	aprovado
universum	universo
gespräche	conversações
biathlon	biatlo
wärme	calor
ordentlichen	ordinário
kommerzielle	comercial
korrigieren	corrigir
mechanische	mecânica
moor	moor
ward	ward
ehrungen	homenagens
commonwealth	commonwealth
hohenzollern	hohenzollern
malta	malta
sitzung	reunião
sitzung	sessão
bolivien	bolívia
nrhp	nrhp
wood	wood
seoul	seul
verpflichtung	obrigação
warner	warner
lernt	aprende
verträge	contratos
perfekt	perfeito
kommunisten	comunistas
ngc	ngc
definieren	definir
augustin	augustin
konto	conta
busse	autocarros
mineral	mineral
work	work
holger	holger
kommissar	comissário
präsentierte	apresentou
dream	dream
grammatik	gramática
lustig	engraçado
landshut	landshut
silver	silver
case	case
upper	upper
filter	filtro
hölle	inferno
beat	beat
grade	grade
mönch	monge
plateau	planalto
befreien	libertar
amateur	amador
popularität	popularidade
oberhausen	oberhausen
laurent	laurent
wolfenbüttel	volfembutel
rechtsprechung	jurisprudência
martha	martha
pan	pan
übersetzen	traduzir
erhard	erhard
hunderte	centenas
trainiert	treina
kings	kings
taunus	taunus
damm	barragem
genua	génova
cook	cook
rum	rum
warren	warren
erzählen	contar
nigeria	nigéria
its	its
christiane	christiane
paare	casais
blood	blood
set	set
rechtfertigen	justificar
protagonisten	protagonistas
administratoren	administradores
gelernt	aprendi
auslegung	interpretação
haushalt	orçamento
marschall	marechal
installation	instalação
kaspar	kaspar
ecken	cantos
speichern	salvar
schuss	tiro
freundlich	amigável
zylinder	cilindro
vorschlagen	sugerir
portugiesisch	português
wähler	eleitores
days	days
nachteil	desvantagem
gramm	gramas
abgekürzt	abreviado
wände	paredes
genres	gêneros
chancen	oportunidades
stören	perturbar
gastgeber	anfitrião
denkt	pensa
kämpfer	lutador
charlottenburg	charlottenburg
blumen	flores
wünschen	desejar
venus	vênus
schema	esquema
alexandra	alexandra
split	split
rosen	rosas
keith	keith
beigetragen	contribuiu
beigetragen	contribuído
fis	fis
statistische	estatística
renommierten	renome
tante	tia
einstellungen	configurações
selbständig	independente
nazi	nazista
pfarrhaus	reitoria
hudson	hudson
fdl	fdl
diktatur	ditadura
lehrerin	professora
nase	nariz
ebert	ebert
finanzen	finanças
jungfrau	virgem
marsch	marcha
brooklyn	brooklyn
verbandsgemeinde	verbandsgemeinde
tel	tel
herder	herder
doppelte	dupla
eiförmig	ovóide
heine	heine
teilchen	partícula
kong	kong
achtung	atenção
buddhismus	budismo
zufall	coincidência
jay	jay
suite	suite
massive	massive
salz	sal
monaco	mônaco
guillaume	guillaume
export	exportação
future	future
helen	helen
normandie	normandia
larry	larry
ghana	gana
yale	yale
find	find
administrativ	administrativamente
there	there
regierungen	governos
wilden	selvagens
deep	deep
manhattan	manhattan
volleyball	voleibol
urlaub	férias
neffe	sobrinho
plural	plural
baptiste	baptiste
julie	julie
oldid	oldid
inspiriert	inspirado
rafael	rafael
metro	metro
regina	regina
feind	inimigo
fortschritt	progresso
schickte	enviou
untersuchte	examinou
untersuchte	investigou
dachau	dachau
sms	sms
anatomie	anatomia
strauss	strauss
raketen	mísseis
steuer	imposto
bull	boi
bull	bull
irene	irene
aussterben	extinção
aussprache	pronúncia
perry	perry
aufgeben	desistir
trainierte	treinou
kurve	curva
rettung	salvamento
fotografiert	fotografada
ems	ems
empfänger	destinatário
iucn	uicn
konsequent	consistente
erläuterung	explicação
edith	edith
gewerkschaften	sindicatos
playoffs	playoffs
tatsachen	fatos
bois	bois
glücklich	feliz
demokraten	democratas
rakete	foguete
ausgleich	compensação
wallace	wallace
unverständlich	incompreensível
abschaffung	abolição
helena	helena
increment	increment
moses	moisés
singapur	cingapura
pablo	pablo
baut	constrói
mülheim	mülheim
toulouse	toulouse
neunten	nono
muslime	muçulmanos
heyne	heyne
miles	miles
ellen	ellen
fell	pêlo
zitate	citações
places	places
arno	arno
bemerkungen	observações
cleveland	cleveland
santos	santos
gefangene	prisioneiros
geiger	geiger
freud	freud
minor	minor
god	god
situationen	situações
kontrolliert	controla
piper	piper
algerien	argélia
kanzler	chanceler
provence	provença
jülich	jülich
verwaltungsgemeinschaft	verwaltungsgemeinschaft
streitigkeiten	litígios
kenneth	kenneth
passagen	passagens
revue	revue
franziska	francisca
newton	newton
aufführungen	performances
katastrophe	catástrofe
mdb	mdb
summer	summer
lords	lordes
neutralität	neutralidade
after	after
ignaz	ignaz
true	true
quartett	quarteto
flandern	flandres
bristol	bristol
waldeck	waldeck
namibia	namíbia
verteilen	distribuir
univ	univ
salomon	salomon
erika	erika
but	but
atlantik	atlântico
pont	pont
zusammenbruch	colapso
marina	marina
gehalt	salário
sauber	limpo
when	when
flöte	flauta
forstwirtschaft	silvicultura
ideologie	ideologia
herzogin	duquesa
harrison	harrison
diana	diana
handschrift	caligrafia
nazis	nazis
ron	ron
landwirt	agricultor
heilig	sagrado
malaysia	malásia
strahlung	radiação
eintragung	inscrição
vera	vera
internen	interno
alexandria	alexandria
ergänzungen	adições
psychiatrie	psiquiatria
ohren	orelhas
labour	trabalhista
ruft	chamem
trennt	separa
bush	bush
variiert	varia
vorherige	anterior
bordeaux	bordéus
elite	elite
ostfriesland	ostfriesland
elias	elias
astronomen	astrônomos
abwesenheit	ausência
bibliographie	bibliografia
rallye	rali
abb	fig
kraus	kraus
pädagogischen	pedagógico
einstein	einstein
motivation	motivação
ungeeignet	inadequado
apostel	apóstolo
mrs	mrs
spalten	colunas
wolfsburg	wolfsburg
singer	singer
widmen	dedicar
aufsicht	supervisão
ancient	ancient
ausgegeben	gasto
eurovision	eurovisão
gutachten	pareceres
bock	bock
winkler	winkler
match	match
erneuerung	renovação
firefox	firefox
colin	colin
phasen	fases
kombiniert	combinado
brecht	brecht
olga	olga
italiener	italianos
het	het
musikvideo	videoclipe
gezeichnet	desenhado
gefühle	sentimentos
atlantic	atlantic
anhang	anexo
schulden	dívida
barth	barth
naturforscher	naturalista
nebel	nevoeiro
carmen	carmen
ffffff	ffffff
codex	codex
turniere	torneios
gesichtet	avistado
gerichtsbarkeit	jurisdição
hedwig	edviges
susan	susan
exemplar	exemplar
veit	veit
analysen	análises
treppe	escadas
winterthur	winterthur
oberpfalz	oberpfalz
holmes	holmes
dramatiker	dramaturgo
ware	mercadoria
kantone	cantões
heck	heck
hardware	hardware
stolz	orgulho
göttin	deusa
electric	electric
stärken	fortalecer
schweigen	silêncio
elektronik	eletrônica
helga	helga
instanz	instância
geologe	geólogo
witz	brincadeira
munition	munição
vegas	vegas
neil	neil
kramer	kramer
utah	utah
celle	celle
trek	trek
brett	brett
unterhaltung	entretenimento
allan	allan
gutenberg	gutenberg
kosmos	cosmos
kontinent	continente
castro	castro
götz	götz
happy	happy
föderation	federação
nutzten	aproveitaram
haas	haas
symptome	sintomas
hopkins	hopkins
unwahrscheinlich	improvável
jahn	jahn
nfl	nfl
species	species
rohr	tubo
danny	danny
maier	maier
dean	dean
ringe	anéis
sort	sort
ausgedrückt	expressa
längengrad	longitude
albanien	albânia
angreifer	atacante
valencia	valencia
unterzeichnet	assinado
toni	toni
emden	emden
schlachten	batalhas
marmor	mármore
kant	kant
katze	gata
judith	judith
erweiterungen	extensões
adalbert	adalberto
sternbild	constelação
bedeutungen	significados
justus	justus
monster	monstro
call	call
landau	landau
statistiken	estatísticas
pos	pos
sorten	variedades
liberal	liberal
march	march
paula	paula
alb	alb
hampshire	hampshire
landen	aterrar
stanford	stanford
senioren	idosos
imdb	imdb
rudi	rudi
record	record
konservative	conservadores
ludwigshafen	ludwigshafen
limited	limited
höhlen	grutas
äthiopien	etiópia
harten	duras
birmingham	birmingham
kopieren	copiar
hob	pegou
hob	levantei
gestanden	confessou
alba	alba
zucker	açúcar
ida	ida
singt	canta
gisela	gisela
short	short
sigmund	sigmund
gelebt	vivi
société	société
haare	cabelo
nicole	nicole
transkription	transcrição
lucius	lúcio
abzug	dedução
circle	circle
zwickau	zwickau
getreide	cereais
sigismund	sigismund
fpö	fpö
sozialismus	socialismo
doris	doris
sexuelle	sexual
madison	madison
magic	magic
respekt	respeito
zentren	centros
tambon	tambon
büros	escritórios
rundschau	rundschau
überschritten	excedido
überschritten	ultrapassou
repertoire	repertório
protestantischen	protestante
synchronsprecher	dubladores
angekommen	chegou
joint	joint
oma	vovó
only	only
audi	audi
tipp	dica
tödlich	fatal
freiburger	freiburger
zufrieden	satisfeito
widerspricht	contradiz
veraltet	obsoleto
bozen	bolzano
butler	mordomo
knight	knight
ethnien	etnias
vegetation	vegetação
gehirn	cérebro
born	born
anschließende	subsequente
primera	primera
empfehlen	recomendar
armstrong	armstrong
into	into
dauern	duram
ludwigsburg	ludwigsburg
humor	humor
meiningen	meiningen
montiert	montado
emmy	emmy
hannes	hannes
kessel	caldeiras
messer	faca
friederike	frederica
legion	legião
ergo	ergo
aristoteles	aristóteles
expansion	expansão
sakristei	sacristia
side	side
schlag	soco
schlag	golpe
industrialisierung	industrialização
igor	igor
erheben	cobrar
freising	frisinga
zensur	censura
nachteile	desvantagens
dreieck	triângulo
intelligenz	inteligência
pol	pol
mediawiki	mediawiki
experte	especialista
pmid	pmid
augusta	augusta
warte	espera
skandal	escândalo
bauch	barriga
fördert	promove
logos	logos
low	low
seattle	seattle
grundsatz	princípio
fächer	leque
apsis	abside
bio	bio
theologen	teólogos
arbeitnehmer	trabalhadores
watson	watson
their	their
iris	íris
burgenland	burgenland
wiese	prado
seltsam	estranho
überzeugung	convicção
gasse	beco
nannten	chamaram
treu	fiel
kunststoff	plástico
folk	folk
erwartungen	expectativas
werkzeug	ferramenta
tauchen	mergulho
ibm	ibm
sophia	sophia
unvollständig	incompleto
georgien	geórgia
zerstören	destruir
illustrator	ilustrador
anschlag	batente
heimlich	secretamente
verletzte	feridos
tus	tus
weltweiten	mundial
reinhardt	reinhardt
getestet	testado
cousin	primo
ungültig	inválido
queensland	queensland
moser	moser
dietz	dietz
jeanne	jeanne
herzegowina	herzegovina
secret	secret
hinzufügen	adicionar
statuen	estátuas
armut	pobreza
libanon	líbano
flog	voou
fine	fine
lieutenant	tenente
protein	proteína
organe	órgãos
organisieren	organizar
dänisch	dinamarquês
vorwärts	avante
betrag	montante
mathilde	matilde
gran	gran
freiberg	freiberg
blind	cego
apostolische	apostólica
mohr	mohr
böhlau	böhlau
gonzález	gonzález
leidenschaft	paixão
glockenturm	campanário
thriller	thriller
gitarristen	guitarristas
eifel	eifel
kostete	custou
amadeus	amadeus
con	con
geraden	reta
tell	tell
opel	opel
rita	rita
angelo	angelo
martina	martina
brechen	quebrando
brechen	quebrar
isabella	isabella
ville	ville
arnsberg	arnsberg
künstliche	artificial
motorsport	motorsport
ernähren	alimentar
trust	trust
pays	pays
müll	lixo
honda	honda
palermo	palermo
handwerker	artesão
verwandtschaft	parentesco
beute	presa
elektrisch	elétrico
veranstalter	organizadores
rechtschreibung	ortografia
panorama	panorama
moral	moral
tallinn	tallinn
never	never
judentum	judaísmo
romeo	romeu
kasachstan	cazaquistão
vollzogen	consumado
nils	nils
scottish	scottish
märtyrer	mártir
explosion	explosão
theoretischen	teórico
larven	larvas
rangers	rangers
contemporary	contemporary
drogen	drogas
arabisch	árabe
gewässern	águas
kurse	cursos
bautzen	bautzen
terror	terror
bewahren	preservar
rhône	ródano
soziologe	sociólogo
tibet	tibete
homo	homo
ewald	ewald
untersuchen	investigar
jefferson	jefferson
algebra	álgebra
pascal	pascal
homosexualität	homossexualidade
zeuge	testemunha
hope	hope
billboard	billboard
bowl	bowl
edwards	edwards
jenny	jenny
sevilla	sevilha
inszenierte	encenou
birgit	birgit
korrektur	correção
holt	holt
telekom	telekom
wöchentlich	semanal
ideal	ideal
communes	communes
tff	tff
spencer	spencer
hardy	hardy
unsicher	inseguro
äbtissin	abadessa
angestellte	empregados
ram	ram
verkürzt	encurtado
olivier	olivier
schmuck	jóias
innovation	inovação
craig	craig
musikalisch	musicalmente
dumont	dumont
boten	mensageiros
flüssigkeit	líquido
altona	altona
steinbruch	pedreira
mähren	morávia
häfen	portos
alessandro	alessandro
mix	mix
gfdl	gfdl
aka	aka
umfrage	enquete
else	else
werkzeuge	ferramentas
jennifer	jennifer
schilling	xelim
bemerkung	observação
aufgewachsen	cresceu
allgäu	allgäu
sandra	sandra
cannes	cannes
tänzerin	bailarina
tänzerin	dançarina
anklage	acusação
brauche	preciso
weiden	pastagens
lettland	letónia
sammler	colecionadores
aktualisiert	atualizado
regisseurin	realizadora
apollo	apollo
sudan	sudão
stimmte	votou
bewerten	avaliar
mut	coragem
arms	arms
achsen	eixos
enterprise	enterprise
prominente	celebridades
lüttich	liège
algorithmus	algoritmo
einhaltung	cumprimento
uno	uno
uno	onu
étienne	étienne
cars	cars
watt	watt
balthasar	baltazar
reis	arroz
bär	urso
slam	slam
gert	gert
ecuador	equador
ilse	ilse
rosenheim	rosenheim
trinken	beber
nachhaltig	sustentável
potter	potter
kategorisiert	categorizados
pazifik	pacífico
duell	duelo
verschwindet	desaparece
verringert	diminui
zahlung	pagamento
third	third
nathan	nathan
ausländer	estrangeiros
spitz	spitz
guatemala	guatemala
portland	portland
spam	spam
annette	annette
geliebte	amada
aufkommen	advento
optische	óptica
willem	willem
leonardo	leonardo
flash	flash
havel	havel
verbringen	passar
#default	#default
messungen	medições
unterstützer	apoiantes
vergabe	adjudicação
risiken	riscos
herzöge	duques
beleidigung	ofensa
simone	simone
besuchten	visitados
take	take
inter	inter
fühlen	sentir
bratislava	bratislava
potok	potok
ming	ming
grace	grace
elektronen	elétrons
klassisch	clássico
mosel	mosela
stuhl	cadeira
neffen	sobrinhos
beweise	provas
neuhaus	neuhaus
republikaner	republicanos
minderheiten	minorias
einschränkungen	restrições
some	some
biologische	biológica
nützlich	útil
wiedergewählt	reeleito
druckerei	tipografia
lambert	lambert
dog	dog
buchhandlung	livraria
modernisierung	modernização
angeklagt	acusado
stilistisch	estilisticamente
vermont	vermont
schädel	crânio
toyota	toyota
stiftungen	fundações
schuster	sapateiro
make	make
nepomuk	nepomuk
formulieren	formular
beschreibungen	descrições
mbh	mbh
thesen	teses
kate	kate
hanna	hanna
gregory	gregory
pictures	pictures
return	return
cia	cia
taufe	batismo
kompetenz	competência
fordern	exigindo
kay	kay
chur	chur
schmitz	schmitz
pittsburgh	pittsburgh
prosa	prosa
bosch	bosch
fiktiven	fictício
irish	irish
mechanik	mecânica
karosserie	carroçaria
sigmaringen	sigmaringen
unterbrechung	interrupção
nachname	sobrenome
spezifischen	específico
pädagogische	pedagógica
geladen	carregado
here	here
manuskript	manuscrito
fasst	resume
landgraf	landgraf
pölten	pölten
lehnt	rejeita
ausbreitung	propagação
montevideo	montevidéu
neuss	neuss
beta	beta
tunesien	tunísia
diagnose	diagnóstico
npov	npov
justin	justin
rebellen	rebeldes
saur	saur
konzil	concílio
tochtergesellschaft	filial
großmutter	avó
maurer	pedreiro
extreme	extreme
ostern	páscoa
saga	saga
ravensburg	ravensburg
frist	prazo
schienen	trilhos
terminal	terminal
spring	spring
fähig	capaz
trend	tendência
währung	moeda
umgestaltung	remodelação
telefon	telefone
feinde	inimigos
fiat	fiat
